row,column,core_text,jabber_text,core_tokens,jabber_tokens,jabber_minus_core
990,tp,the writer was grabbed by the worker .,a plokudsel was mnilodkeded by a zraduldil .,8,18,10
991,tp,an actor is grabbed by a writer .,the frataflom was klosorveked by the vrasilvol .,8,18,10
992,tp,the actress was grabbed by the actor .,a kvezemzom was gritafmured by a fradullom .,8,18,10
993,tp,an adult is grabbed by an actress .,the plokudsel is kvevarmured by the tlumoldil .,8,19,11
994,tp,the attorney was grabbed by the adult .,a klogafrud was grizebbaved by a smepimzir .,8,19,11
995,tp,an aunt is grabbed by an attorney .,the drufimzom was frafimvoled by the smezemlom .,8,20,12
996,tp,the author was grabbed by the aunt .,a drutorked is kvezemrabed by a smepemgor .,8,18,10
997,tp,a bishop is grabbed by an author .,the kverukvol is smenelmured by the frazemzom .,8,19,11
998,tp,the boy was grabbed by the bishop .,a zlosillom is vrasorkuled by a pnesillom .,8,17,9
999,tp,a brother is grabbed by a boy .,the mnidulzom is vrasorkuled by the kvetorfin .,8,18,10
1000,tp,the buddy was grabbed by the brother .,a skozemdil is vragafmured by a smepemgor .,8,19,11
1001,tp,a candidate is grabbed by a buddy .,the mnikudpav is grizebbaved by the plokudsel .,8,18,10
1002,tp,the captain was grabbed by the candidate .,a plokudsel is klonorruded by a smesilrab .,8,17,9
1003,tp,a champion is grabbed by a captain .,a fravaksel is vrezebzomed by a vrakudmur .,8,18,10
1004,tp,the chief was grabbed by the champion .,the britorkul is kvesornefed by the brikudtas .,8,18,10
1005,tp,a child is grabbed by a chief .,the vretortas is zranorzired by the druvarmur .,8,18,10
1006,tp,the colonel was grabbed by the child .,a grivarbav was bripemlomed by a klotafdil .,8,19,11
1007,tp,a cop is grabbed by a colonel .,the brisilsel is skotafruded by the vramolsim .,8,18,10
1008,tp,the cousin was grabbed by the cop .,a klogafrud is zlorukruded by a kverukvol .,8,19,11
1009,tp,a daughter is grabbed by a cousin .,a smevakrab is kvevarmured by a smenelsel .,8,18,10
1010,tp,the doctor was grabbed by the daughter .,the klotafdil is smegafdiled by the tlunelsel .,8,20,12
1011,tp,an employee is grabbed by a doctor .,the vravaknef was kvenelfined by the frasorgor .,8,18,10
1012,tp,the employer was grabbed by the employee .,a plolodnef is kvenelfined by a brisilsel .,8,18,10
1013,tp,a father is grabbed by an employer .,a zraduldil was klosorveked by a druvarmur .,8,18,10
1014,tp,the friend was grabbed by the father .,a kveruknef was kvezemrabed by a smekudlom .,8,20,12
1015,tp,a girl is grabbed by a friend .,a kvevarzom was klosorveked by a klosilfin .,8,19,11
1016,tp,the guest was grabbed by the girl .,a smenelsel is skotafruded by a tlumoldil .,8,19,11
1017,tp,a guy is grabbed by a guest .,the smesormur is klosorveked by the frasorgor .,8,18,10
1018,tp,the hero was grabbed by the guy .,a skozebsel is zrazemgored by a plolodnef .,8,19,11
1019,tp,a husband is grabbed by a hero .,a kvelodzom is grizebbaved by a smevakrab .,8,18,10
1020,tp,the kid was grabbed by the husband .,a vrepimpav was bripemlomed by a kvenorkul .,8,18,10
1021,tp,a king is grabbed by a kid .,the grisortas is zraruklomed by the smesormur .,8,18,10
1022,tp,the lady was grabbed by the king .,a tlunelsel is smenelmured by a vrepimpav .,8,19,11
1023,tp,a lawyer is grabbed by a lady .,a drufimzom was zlodulfined by a klotafdil .,8,20,12
1024,tp,the leader was raised by the lawyer .,the plolodnef was skotafruded by the kvelodzom .,8,20,12
1025,tp,a man is raised by a leader .,a smesilrab was smenelmured by a smepimzir .,8,19,11
1026,tp,the manager was raised by the man .,the kvevarzom is grinellomed by the smesormur .,8,18,10
1027,tp,a mayor is raised by a manager .,the smesilrab was kvevarmured by the smevakrab .,8,18,10
1028,tp,the minister was raised by the mayor .,the kvelodzom was smevarbaved by the skozebsel .,8,18,10
1029,tp,a mother is raised by a minister .,the skozemdil was smenelmured by the plokudsel .,8,19,11
1030,tp,the nurse was raised by the mother .,a grivarbav was skotafruded by a mnidulzom .,8,19,11
1031,tp,a parent is raised by a nurse .,the kveruknef was grizebbaved by the plolodnef .,8,19,11
1032,tp,the partner was raised by the parent .,the vrefimdil was grizebbaved by the vretafzir .,8,19,11
1033,tp,a physician is raised by a partner .,a grivarbav is kvesornefed by a frapemsim .,8,17,9
1034,tp,the pilot was raised by the physician .,a skozemdil was grizebbaved by a plovakzir .,8,19,11
1035,tp,a president is raised by a pilot .,the smepemgor was vragafmured by the vretafzir .,8,19,11
1036,tp,the priest was raised by the president .,a britorkul was vrerukgored by a tlumolvek .,8,19,11
1037,tp,a prince is raised by a priest .,the frazemzom is grinellomed by the kvezemzom .,8,19,11
1038,tp,the princess was raised by the prince .,a pnesillom is zraruklomed by a vranorked .,8,18,10
1039,tp,a professor is raised by a princess .,a brisilsel was kvenelfined by a klogafrud .,8,18,10
1040,tp,the reader was raised by the professor .,a zramolmur was frafimvoled by a zraduldil .,8,18,10
1041,tp,a scientist is raised by a reader .,the franorbav is kvesornefed by the skozemdil .,8,18,10
1042,tp,the secretary was raised by the scientist .,the vretortas is grifimlomed by the klosilfin .,8,18,10
1043,tp,a sheriff is raised by a secretary .,a vrepimpav is zranorzired by a druvarmur .,8,18,10
1044,tp,the singer was raised by the sheriff .,the tlumolvek was smevarbaved by the kvenorvek .,8,19,11
1045,tp,a soldier is raised by a singer .,the smepimzir was klosorveked by the smevakkul .,8,20,12
1046,tp,the son was raised by the soldier .,a britorkul is klonorruded by a tlunelsel .,8,18,10
1047,tp,a student is raised by a son .,a klosilfin is smevarbaved by a franorbav .,8,17,9
1048,tp,the teacher was raised by the student .,the smezemlom was mnilodkeded by the brisilsel .,8,19,11
1049,tp,an uncle is raised by a teacher .,a mnidulzom was grizebbaved by a skozemdil .,8,19,11
1050,tp,the wife was raised by the uncle .,the plolodnef was vrerukgored by the klosilfin .,8,19,11
1051,tp,a winner is raised by a wife .,the klogafrud was zranorzired by the franorbav .,8,19,11
1052,tp,the woman was raised by the winner .,a kvevarzom is smenelmured by a drutorked .,8,19,11
1053,tp,a worker is raised by a woman .,a kvevarzom was mnilodkeded by a vretafzir .,8,20,12
1054,tp,the writer was raised by the worker .,the zramolmur was pnegaflomed by the vrefimdil .,8,19,11
1055,tp,an actor is raised by a writer .,a smevakkul is klonorruded by a kvenorkul .,8,18,10
1056,tp,the actress was raised by the actor .,the klogafrud is mnilodkeded by the smepemgor .,8,19,11
1057,tp,an adult is raised by an actress .,the kvelodzom was smevarbaved by the mnikudpav .,8,19,11
1058,tp,the attorney was raised by the adult .,a vretafzir is frafimvoled by a vratafsel .,8,20,12
1059,tp,an aunt is raised by an attorney .,a tlunelsel was grinellomed by a klotafdil .,8,19,11
1060,tp,the author was raised by the aunt .,a vrepimpav is skopemkuled by a skozemdil .,8,19,11
1061,tp,a bishop is raised by an author .,a fradullom is drupemzired by a grisortas .,8,18,10
1062,tp,the boy was raised by the bishop .,a skozebsel was kvevarmured by a vrakudmur .,8,18,10
1063,tp,a brother is raised by a boy .,the zraduldil is vregafvoled by the fravaksel .,8,18,10
1064,tp,the buddy was raised by the brother .,a vrepimpav is klonorruded by a vretortas .,8,17,9
1065,tp,a candidate is raised by a buddy .,the klogafrud is frafimvoled by the smevakkul .,8,20,12
1066,tp,the captain was raised by the candidate .,the klogafrud is drusilfined by the frasorgor .,8,19,11
1067,tp,a champion is raised by a captain .,a pnesillom is vrasorkuled by a tlunelsel .,8,18,10
1068,tp,the chief was raised by the champion .,a britorkul was zlodulfined by a kveruknef .,8,19,11
1069,tp,a child is raised by a chief .,a brisilsel was skopemkuled by a mnidulzom .,8,19,11
1070,tp,the colonel was raised by the child .,the vrakudmur is smevarbaved by the vramolsim .,8,17,9
1071,tp,a cop is raised by a colonel .,the mnidulzom is kvezemrabed by the klogafrud .,8,20,12
1072,tp,the cousin was raised by the cop .,the zraduldil is kvesornefed by the vretortas .,8,17,9
1073,tp,a daughter is raised by a cousin .,the tlumoldil is grizebbaved by the vrefimdil .,8,19,11
1074,tp,the doctor was raised by the daughter .,the pnezebkul was pnegaflomed by the kvesorrud .,8,19,11
1075,tp,an employee is raised by a doctor .,a plokudsel is vrezebzomed by a kvetorfin .,8,18,10
1076,tp,the employer was raised by the employee .,the klotafdil was vregafvoled by the vratafsel .,8,20,12
1077,tp,a father is raised by an employer .,a vrasilvol is smegafdiled by a tlumolvek .,8,19,11
1078,tp,the friend was raised by the father .,the fradullom is vrezebzomed by the plokudsel .,8,18,10
1079,tp,a girl is raised by a friend .,a smekudlom is zlodulfined by a drutorked .,8,19,11
1080,tp,the guest was raised by the girl .,a vravaknef is smenelmured by a brisilsel .,8,19,11
1081,tp,a guy is raised by a guest .,the pnezebkul is mninorkuled by the tlumoldil .,8,19,11
1082,tp,the hero was raised by the guy .,a vrasilvol is zranorzired by a klosilfin .,8,18,10
1083,tp,a husband is raised by a hero .,a grisortas is mnilodkeded by a klosilfin .,8,18,10
1084,tp,the kid was raised by the husband .,the kvesorrud is kvenelfined by the bripimdil .,8,18,10
1085,tp,a king is raised by a kid .,the vretafzir was vragafmured by the druvarmur .,8,19,11
1086,tp,the lady was raised by the king .,a frasorgor is gritafmured by a kvevarzom .,8,18,10
1087,tp,a lawyer is raised by a lady .,the drutorked is skotafruded by the pnesillom .,8,18,10
1088,tp,the leader was selected by the lawyer .,the frazemzom is drupemzired by the zlosillom .,8,19,11
1089,tp,a man is selected by a leader .,the grivarbav was kvevarmured by the kvezemzom .,8,19,11
1090,tp,the manager was selected by the man .,a grivarbav is zraruklomed by a frapemsim .,8,18,10
1091,tp,a mayor is selected by a manager .,a smevakkul is vrezebzomed by a kvesorrud .,8,19,11
1092,tp,the minister was selected by the mayor .,a kverukvol is vregafvoled by a kvevarzom .,8,19,11
1093,tp,a mother is selected by a minister .,the vrasilvol was vregafvoled by the smezemlom .,8,19,11
1094,tp,the nurse was selected by the mother .,the vrefimdil is smedulpaved by the kvelodzom .,8,19,11
1095,tp,a parent is selected by a nurse .,the smepimzir was smenelmured by the plolodnef .,8,20,12
1096,tp,the partner was selected by the parent .,a zramolmur is gritafmured by a vrefimdil .,8,18,10
1097,tp,a physician is selected by a partner .,the kvesorrud is smegafdiled by the kvezemzom .,8,19,11
1098,tp,the pilot was selected by the physician .,the vramolsim is pnegaflomed by the mnidulzom .,8,19,11
1099,tp,a president is selected by a pilot .,the kvevarzom is smevarbaved by the kvetorfin .,8,18,10
1100,tp,the priest was selected by the president .,a bripimdil is vregafvoled by a smesilrab .,8,19,11
1101,tp,a prince is selected by a priest .,the mnidulzom is smedulpaved by the vrakudmur .,8,18,10
1102,tp,the princess was selected by the prince .,the kvenorvek is vrasorkuled by the tlumoldil .,8,19,11
1103,tp,a professor is selected by a princess .,a mnidulzom was bripemlomed by a plolodnef .,8,20,12
1104,tp,the reader was selected by the professor .,a vratafsel is smegafdiled by a tlumoldil .,8,20,12
1105,tp,a scientist is selected by a reader .,the frataflom is vrerukgored by the britorkul .,8,18,10
1106,tp,the secretary was selected by the scientist .,a vretafzir was vrezebzomed by a mnidulzom .,8,20,12
1107,tp,a sheriff is selected by a secretary .,the kvenorkul was kvezemrabed by the kvezemzom .,8,19,11
1108,tp,the singer was selected by the sheriff .,a franorbav is vrezebzomed by a frataflom .,8,18,10
1109,tp,a soldier is selected by a singer .,the tlumoldil is smenelmured by the mnidulzom .,8,20,12
1110,tp,the son was selected by the soldier .,a kvetorfin is grinellomed by a vretortas .,8,17,9
1111,tp,a student is selected by a son .,the brisilsel is zraruklomed by the brikudtas .,8,19,11
1112,tp,the teacher was selected by the student .,the drutorked was smegafdiled by the grivarbav .,8,18,10
1113,tp,an uncle is selected by a teacher .,a kvelodzom was vrasorkuled by a kvenorvek .,8,19,11
1114,tp,the wife was selected by the uncle .,a smezemlom is drusilfined by a vrepimpav .,8,19,11
1115,tp,a winner is selected by a wife .,the kvezemzom was grifimlomed by the skozebsel .,8,19,11
1116,tp,the woman was selected by the winner .,the klotafdil is smevarbaved by the vramolsim .,8,18,10
1117,tp,a worker is selected by a woman .,a kvenorkul was klonorruded by a kvetorfin .,8,17,9
1118,tp,the writer was selected by the worker .,the kvedulrab was vrerukgored by the vratorrud .,8,18,10
1119,tp,an actor is selected by a writer .,the kvelodzom was kvevarmured by the drufimzom .,8,20,12
1120,tp,the actress was selected by the actor .,the mnidulzom is smedulpaved by the klosilfin .,8,18,10
1121,tp,an adult is selected by an actress .,the fradulvek is drusilfined by the grivarbav .,8,19,11
1122,tp,the attorney was selected by the adult .,a tlumolvek is skopemkuled by a klosilfin .,8,19,11
1123,tp,an aunt is selected by an attorney .,the vranorked was zlodulfined by the fradulvek .,8,19,11
1124,tp,the author was selected by the aunt .,a vramolsim is skopemkuled by a vratafsel .,8,19,11
1125,tp,a bishop is selected by an author .,a smevakkul was skotafruded by a drutorked .,8,19,11
1126,tp,the boy was selected by the bishop .,a kveruknef is kvenelfined by a vratafsel .,8,19,11
1127,tp,a brother is selected by a boy .,the vramolsim is bripemlomed by the smezemlom .,8,19,11
1128,tp,the buddy was selected by the brother .,a fravaksel was kvenelfined by a vranorked .,8,17,9
1129,tp,a candidate is selected by a buddy .,the smekudlom is vrezebzomed by the plovakzir .,8,20,12
1130,tp,the captain was selected by the candidate .,a kvezemzom is kvesornefed by a kverukvol .,8,18,10
1131,tp,a champion is selected by a captain .,the vrasilvol was kvesornefed by the franorbav .,8,17,9
1132,tp,the chief was selected by the champion .,a brikudtas is bripemlomed by a vretafzir .,8,20,12
1133,tp,a child is selected by a chief .,a franorbav was kvenelfined by a tlumolvek .,8,18,10
1134,tp,the colonel was selected by the child .,a klosilfin is vragafmured by a smesormur .,8,18,10
1135,tp,a cop is selected by a colonel .,the zraduldil is drupemzired by the klosilfin .,8,18,10
1136,tp,the cousin was selected by the cop .,the frasorgor was grifimlomed by the vretortas .,8,18,10
1137,tp,a daughter is selected by a cousin .,the frazemzom was vrasorkuled by the britorkul .,8,18,10
1138,tp,the doctor was selected by the daughter .,the brisilsel is zrazemgored by the klosilfin .,8,18,10
1139,tp,an employee is selected by a doctor .,a frasorgor is smegafdiled by a plovakzir .,8,19,11
1140,tp,the employer was selected by the employee .,the klogafrud is smevarbaved by the plolodnef .,8,19,11
1141,tp,a father is selected by an employer .,the kvesorrud was zlorukruded by the mnidulzom .,8,19,11
1142,tp,the friend was selected by the father .,the kveruknef is bripemlomed by the tlunelsel .,8,20,12
1143,tp,a girl is selected by a friend .,a kvezemzom is vragafmured by a kvesorrud .,8,19,11
1144,tp,the guest was selected by the girl .,a vretortas is klosorveked by a fradullom .,8,18,10
1145,tp,a guy is selected by a guest .,a tlumoldil is vregafvoled by a vrepimpav .,8,19,11
1146,tp,the hero was selected by the guy .,a kverukvol is kvenelfined by a druvarmur .,8,17,9
1147,tp,a husband is selected by a hero .,a zraduldil was kvenelfined by a drufimzom .,8,18,10
1148,tp,the kid was selected by the husband .,the klogafrud is klonorruded by the brikudtas .,8,19,11
1149,tp,a king is selected by a kid .,the vravaknef was drupemzired by the pnezebkul .,8,20,12
1150,tp,the lady was selected by the king .,the kvedulrab was gritafmured by the mnikudpav .,8,18,10
1151,tp,a lawyer is selected by a lady .,a kvevarzom was skotafruded by a frataflom .,8,19,11
1152,tp,the leader was washed by the lawyer .,a kvelodzom was smevarbaved by a zraduldil .,8,18,10
1153,tp,a man is washed by a leader .,the plolodnef is mnilodkeded by the skozemdil .,8,20,12
1154,tp,the manager was washed by the man .,a vratorrud was grifimlomed by a tlumoldil .,8,19,11
1155,tp,a mayor is washed by a manager .,a vretafzir was kvesornefed by a kverukvol .,8,18,10
1156,tp,the minister was washed by the mayor .,a vratorrud is kvezemrabed by a vrasilvol .,8,18,10
1157,tp,a mother is washed by a minister .,a smesormur is bripemlomed by a britorkul .,8,18,10
1158,tp,the nurse was washed by the mother .,a smepimzir is zlodulfined by a frazemzom .,8,20,12
1159,tp,a parent is washed by a nurse .,the kvenorvek was frafimvoled by the zlosillom .,8,19,11
1160,tp,the partner was washed by the parent .,the smesilrab was zrazemgored by the plokudsel .,8,18,10
1161,tp,a physician is washed by a partner .,the bripimdil is vragafmured by the franorbav .,8,19,11
1162,tp,the pilot was washed by the physician .,the vratafsel is smegafdiled by the plovakzir .,8,20,12
1163,tp,a president is washed by a pilot .,a vrasilvol is grinellomed by a smekudlom .,8,18,10
1164,tp,the priest was washed by the president .,a smesilrab was grinellomed by a mnidulzom .,8,18,10
1165,tp,a prince is washed by a priest .,a vretafzir was kvezemrabed by a kverukvol .,8,19,11
1166,tp,the princess was washed by the prince .,a grivarbav was smenelmured by a kvetorfin .,8,18,10
1167,tp,a professor is washed by a princess .,a vretortas was zrazemgored by a vretafzir .,8,19,11
1168,tp,the reader was washed by the professor .,a fradulvek is zranorzired by a vrasilvol .,8,19,11
1169,tp,a scientist is washed by a reader .,a vramolsim was kvevarmured by a smevakkul .,8,19,11
1170,tp,the secretary was washed by the scientist .,a mnidulzom was vragafmured by a frapemsim .,8,19,11
1171,tp,a sheriff is washed by a secretary .,a plokudsel is zraruklomed by a tlumoldil .,8,19,11
1172,tp,the singer was washed by the sheriff .,the smepimzir is vrasorkuled by the tlunelsel .,8,19,11
1173,tp,a soldier is washed by a singer .,a vrefimdil was zranorzired by a tlumolvek .,8,20,12
1174,tp,the son was washed by the soldier .,the franorbav was vrasorkuled by the pnesillom .,8,17,9
1175,tp,a student is washed by a son .,a kvezemzom was pnegaflomed by a vramolsim .,8,19,11
1176,tp,the teacher was washed by the student .,a smepimzir was drupemzired by a vratafsel .,8,20,12
1177,tp,an uncle is washed by a teacher .,the kvenorkul was zraruklomed by the kvenorvek .,8,19,11
1178,tp,the wife was washed by the uncle .,a vretafzir was gritafmured by a brikudtas .,8,19,11
1179,tp,a winner is washed by a wife .,a tlumolvek was smegafdiled by a kvezemzom .,8,20,12
1180,tp,the woman was washed by the winner .,the smesormur is pnegaflomed by the kvevarzom .,8,19,11
1181,tp,a worker is washed by a woman .,the drufimzom was vrerukgored by the frapemsim .,8,19,11
1182,tp,the writer was washed by the worker .,the vretortas is vregafvoled by the vranorked .,8,18,10
1183,tp,an actor is washed by a writer .,a vramolsim is kvezemrabed by a vratorrud .,8,18,10
1184,tp,the actress was washed by the actor .,the grivarbav was kvesornefed by the druvarmur .,8,17,9
1185,tp,an adult is washed by an actress .,the frazemzom was grifimlomed by the bripimdil .,8,20,12
1186,tp,the attorney was washed by the adult .,the fradullom was zlodulfined by the vratafsel .,8,19,11
1187,tp,an aunt is washed by an attorney .,the zraduldil is grineldiled by the franorbav .,8,17,9
1188,tp,the author was washed by the aunt .,the zramolmur is frafimvoled by the grivarbav .,8,18,10
1189,tp,a bishop is washed by an author .,the tlunelsel is mninorkuled by the tlumoldil .,8,19,11
1190,tp,the boy was washed by the bishop .,a pnezebkul is pnegaflomed by a kvesorrud .,8,19,11
1191,tp,a brother is washed by a boy .,a tlumoldil was kvesornefed by a smesilrab .,8,18,10
1192,tp,the buddy was washed by the brother .,a kvenorvek was frafimvoled by a grivarbav .,8,19,11
1193,tp,a candidate is washed by a buddy .,the grisortas was vrerukgored by the vravaknef .,8,19,11
1194,tp,the captain was washed by the candidate .,a kvenorkul was skotafruded by a pnezebkul .,8,19,11
1195,tp,a champion is washed by a captain .,a mnidulzom is zlorukruded by a vrefimdil .,8,20,12
1196,tp,the chief was washed by the champion .,the fradulvek was gritafmured by the vrefimdil .,8,19,11
1197,tp,a child is washed by a chief .,a vretortas was gritafmured by a frataflom .,8,17,9
1198,tp,the colonel was washed by the child .,the kvezemzom is zlodulfined by the zraduldil .,8,19,11
1199,tp,a cop is washed by a colonel .,the tlumoldil was smenelmured by the brikudtas .,8,20,12
1200,tp,the cousin was washed by the cop .,a klogafrud is grizebbaved by a zraduldil .,8,18,10
1201,tp,a daughter is washed by a cousin .,a kvenorkul was smenelmured by a vrasilvol .,8,18,10
1202,tp,the doctor was washed by the daughter .,a vrakudmur was pnegaflomed by a kvenorkul .,8,18,10
1203,tp,an employee is washed by a doctor .,the pnesillom is smenelmured by the kvedulrab .,8,18,10
1204,tp,the employer was washed by the employee .,a kvetorfin is klosorveked by a druvarmur .,8,18,10
1205,tp,a father is washed by an employer .,a frataflom is grizebbaved by a smepemgor .,8,17,9
1206,tp,the friend was washed by the father .,the smekudlom was zranorzired by the plokudsel .,8,19,11
1207,tp,a girl is washed by a friend .,the kveruknef was drupemzired by the smepimzir .,8,20,12
1208,tp,the guest was washed by the girl .,a kveruknef was vragafmured by a pnezebkul .,8,20,12
1209,tp,a guy is washed by a guest .,the kveruknef was bripemlomed by the franorbav .,8,19,11
1210,tp,the hero was washed by the guy .,a plolodnef is smenelmured by a vratafsel .,8,20,12
1211,tp,a husband is washed by a hero .,the vramolsim is smenelmured by the kvedulrab .,8,18,10
1212,tp,the kid was washed by the husband .,a kvedulrab was frafimvoled by a kvetorfin .,8,18,10
1213,tp,a king is washed by a kid .,a plokudsel was smenelmured by a frapemsim .,8,18,10
1214,tp,the lady was washed by the king .,the plovakzir is grineldiled by the grisortas .,8,18,10
1215,tp,a lawyer is washed by a lady .,a kvetorfin was skotafruded by a tlumolvek .,8,19,11
1216,tp,the leader was beaten by the lawyer .,the vretafzir was klonorruded by the pnezebkul .,8,19,11
1217,tp,a man is beaten by a leader .,a vrakudmur was mninorkuled by a plokudsel .,8,17,9
1218,tp,the manager was beaten by the man .,a klogafrud is pnegaflomed by a vrefimdil .,8,20,12
1219,tp,a mayor is beaten by a manager .,the fravaksel is mnilodkeded by the kvesorrud .,8,18,10
1220,tp,the minister was beaten by the mayor .,a pnesillom was grineldiled by a fravaksel .,8,17,9
1221,tp,a mother is beaten by a minister .,a plokudsel is klonorruded by a zlosillom .,8,17,9
1222,tp,the nurse was beaten by the mother .,the vratorrud is mninorkuled by the grisortas .,8,17,9
1223,tp,a parent is beaten by a nurse .,the smepimzir is vragafmured by the vrakudmur .,8,19,11
1224,tp,the partner was beaten by the parent .,a brikudtas was vrezebzomed by a vrefimdil .,8,20,12
1225,tp,a physician is beaten by a partner .,the kveruknef is zlodulfined by the klosilfin .,8,19,11
1226,tp,the pilot was beaten by the physician .,a fradulvek is smevarbaved by a pnesillom .,8,18,10
1227,tp,a president is beaten by a pilot .,the skozebsel was zrazemgored by the vrefimdil .,8,19,11
1228,tp,the priest was beaten by the president .,the mnidulzom was bripemlomed by the franorbav .,8,19,11
1229,tp,a prince is beaten by a priest .,a smevakkul is pnegaflomed by a zraduldil .,8,19,11
1230,tp,the princess was beaten by the prince .,a vranorked was zraruklomed by a brisilsel .,8,18,10
1231,tp,a professor is beaten by a princess .,the kvenorvek was bripemlomed by the vratafsel .,8,20,12
1232,tp,the reader was beaten by the professor .,a zraduldil was zlodulfined by a plokudsel .,8,18,10
1233,tp,a scientist is beaten by a reader .,the smepimzir was kvenelfined by the vratorrud .,8,18,10
1234,tp,the secretary was beaten by the scientist .,a smesilrab was skotafruded by a smevakrab .,8,18,10
1235,tp,a sheriff is beaten by a secretary .,the pnezebkul is gritafmured by the bripimdil .,8,19,11
1236,tp,the singer was beaten by the sheriff .,the fradulvek is grinellomed by the vrakudmur .,8,18,10
1237,tp,a soldier is beaten by a singer .,the frasorgor was skotafruded by the frazemzom .,8,19,11
1238,tp,the son was beaten by the soldier .,a smekudlom was kvevarmured by a kvetorfin .,8,19,11
1239,tp,a student is beaten by a son .,a kvesorrud is kvesornefed by a frataflom .,8,17,9
1240,tp,the teacher was beaten by the student .,a smevakrab is grizebbaved by a vranorked .,8,17,9
1241,tp,an uncle is beaten by a teacher .,a zlosillom is kvevarmured by a vrefimdil .,8,19,11
1242,tp,the wife was beaten by the uncle .,a smepimzir was pnegaflomed by a fradulvek .,8,20,12
1243,tp,a winner is beaten by a wife .,the kvedulrab was pnegaflomed by the smenelsel .,8,18,10
1244,tp,the woman was beaten by the winner .,the kvenorkul is klonorruded by the fravaksel .,8,17,9
1245,tp,a worker is beaten by a woman .,the skozemdil was pnegaflomed by the drutorked .,8,19,11
1246,tp,the writer was beaten by the worker .,a kveruknef is kvenelfined by a mnidulzom .,8,19,11
1247,tp,an actor is beaten by a writer .,the kvezemzom was zlorukruded by the vramolsim .,8,19,11
1248,tp,the actress was beaten by the actor .,the franorbav is mninorkuled by the kvetorfin .,8,17,9
1249,tp,an adult is beaten by an actress .,the mnikudpav was frafimvoled by the drufimzom .,8,20,12
1250,tp,the attorney was beaten by the adult .,the zraduldil was mninorkuled by the vravaknef .,8,18,10
1251,tp,an aunt is beaten by an attorney .,a kvetorfin is pnegaflomed by a tlumoldil .,8,19,11
1252,tp,the author was beaten by the aunt .,the vravaknef is zlodulfined by the smevakrab .,8,19,11
1253,tp,a bishop is beaten by an author .,the plokudsel is skopemkuled by the grisortas .,8,18,10
1254,tp,the boy was beaten by the bishop .,a pnesillom is vrerukgored by a frapemsim .,8,18,10
1255,tp,a brother is beaten by a boy .,the vratorrud is vrezebzomed by the kvenorvek .,8,19,11
1256,tp,the buddy was beaten by the brother .,a kveruknef was vragafmured by a vratafsel .,8,20,12
1257,tp,a candidate is beaten by a buddy .,the vrefimdil is grizebbaved by the tlunelsel .,8,19,11
1258,tp,the captain was beaten by the candidate .,a brikudtas is klosorveked by a vretortas .,8,19,11
1259,tp,a champion is beaten by a captain .,the franorbav is drupemzired by the drufimzom .,8,19,11
1260,tp,the chief was beaten by the champion .,a fradulvek is smenelmured by a smevakkul .,8,20,12
1261,tp,a child is beaten by a chief .,a smenelsel is drupemzired by a frapemsim .,8,18,10
1262,tp,the colonel was beaten by the child .,a klotafdil is frafimvoled by a plovakzir .,8,20,12
1263,tp,a cop is beaten by a colonel .,a tlumoldil was klonorruded by a smezemlom .,8,19,11
1264,tp,the cousin was beaten by the cop .,a smesilrab was pnegaflomed by a mnidulzom .,8,19,11
1265,tp,a daughter is beaten by a cousin .,a plolodnef was smenelmured by a klogafrud .,8,20,12
1266,tp,the doctor was beaten by the daughter .,a kvedulrab is zlorukruded by a vretafzir .,8,19,11
1267,tp,an employee is beaten by a doctor .,the kvetorfin is kvevarmured by the zramolmur .,8,18,10
1268,tp,the employer was beaten by the employee .,the plolodnef was kvesornefed by the grisortas .,8,18,10
1269,tp,a father is beaten by an employer .,the frapemsim was zraruklomed by the kvenorvek .,8,19,11
1270,tp,the friend was beaten by the father .,a vravaknef is bripemlomed by a kvedulrab .,8,19,11
1271,tp,a girl is beaten by a friend .,a kvelodzom is klosorveked by a vramolsim .,8,19,11
1272,tp,the guest was beaten by the girl .,a fradullom was skotafruded by a brisilsel .,8,18,10
1273,tp,a guy is beaten by a guest .,a skozemdil is gritafmured by a klosilfin .,8,18,10
1274,tp,the hero was beaten by the guy .,a klogafrud is pnegaflomed by a klotafdil .,8,20,12
1275,tp,a husband is beaten by a hero .,a vrefimdil was smegafdiled by a smevakkul .,8,20,12
1276,tp,the kid was beaten by the husband .,the smepemgor is vrezebzomed by the vrakudmur .,8,18,10
1277,tp,a king is beaten by a kid .,a kvedulrab was gritafmured by a smezemlom .,8,18,10
1278,tp,the lady was beaten by the king .,a brisilsel is grinellomed by a kvenorkul .,8,17,9
1279,tp,a lawyer is beaten by a lady .,the vratafsel was kvevarmured by the klogafrud .,8,20,12
1280,tp,the leader was comforted by the lawyer .,the pnezebkul was smenelmured by the vrefimdil .,9,20,11
1281,tp,a man is comforted by a leader .,the fravaksel is vrezebzomed by the franorbav .,9,18,9
1282,tp,the manager was comforted by the man .,a plolodnef is skopemkuled by a zraduldil .,9,19,10
1283,tp,a mayor is comforted by a manager .,a kvesorrud was vragafmured by a druvarmur .,9,18,9
1284,tp,the minister was comforted by the mayor .,the kvenorkul is skotafruded by the kvezemzom .,9,19,10
1285,tp,a mother is comforted by a minister .,a zramolmur is grifimlomed by a kvevarzom .,9,19,10
