item_index,prompt_template,prime_condition,prime_structure,prime_sentence,target_active,target_passive,agent_det,agent_noun,patient_det,patient_noun,verb_lemma,active_verb_form,passive_verb_form,message_role_order_json,prompt,sentence_stub,choice_target,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure,passive_choice_indicator
1920,role_labeled,filler,filler,The signal flickered across the screen .,a wife helps a winner .,a winner is helped by a wife .,a,wife,a,winner,help,helps,helped,"[""VERB=help"", ""AGENT=wife"", ""PATIENT=winner""]","Prime sentence: The signal flickered across the screen .
Event roles: VERB=help; AGENT=wife; PATIENT=winner
Sentence: the",Sentence: the,first_noun,-5.046416282653809,-7.68126106262207,-2.6348447799682617,active,0.0
1921,role_labeled,active,active,a singer kills a soldier .,an employer kills a father .,a father is killed by an employer .,an,employer,a,father,kill,kills,killed,"[""VERB=kill"", ""PATIENT=father"", ""AGENT=employer""]","Prime sentence: a singer kills a soldier .
Event roles: VERB=kill; PATIENT=father; AGENT=employer
Sentence: the",Sentence: the,first_noun,-7.214707374572754,-4.266273498535156,2.9484338760375977,passive,1.0
1921,role_labeled,passive,passive,a soldier is killed by a singer .,an employer kills a father .,a father is killed by an employer .,an,employer,a,father,kill,kills,killed,"[""VERB=kill"", ""PATIENT=father"", ""AGENT=employer""]","Prime sentence: a soldier is killed by a singer .
Event roles: VERB=kill; PATIENT=father; AGENT=employer
Sentence: the",Sentence: the,first_noun,-7.049616813659668,-4.311006546020508,2.73861026763916,passive,1.0
1921,role_labeled,no_prime_eos,no_prime_eos,,an employer kills a father .,a father is killed by an employer .,an,employer,a,father,kill,kills,killed,"[""VERB=kill"", ""PATIENT=father"", ""AGENT=employer""]","Event roles: VERB=kill; PATIENT=father; AGENT=employer
Sentence: the",Sentence: the,first_noun,-5.843778610229492,-4.676612854003906,1.167165756225586,passive,1.0
1921,role_labeled,filler,filler,The jacket hung behind the chair .,an employer kills a father .,a father is killed by an employer .,an,employer,a,father,kill,kills,killed,"[""VERB=kill"", ""PATIENT=father"", ""AGENT=employer""]","Prime sentence: The jacket hung behind the chair .
Event roles: VERB=kill; PATIENT=father; AGENT=employer
Sentence: the",Sentence: the,first_noun,-8.162881851196289,-5.594265460968018,2.5686163902282715,passive,1.0
1922,role_labeled,active,active,an opponent judges a parent .,a boy judges a brother .,a brother is judged by a boy .,a,boy,a,brother,judg,judges,judged,"[""PATIENT=brother"", ""VERB=judg"", ""AGENT=boy""]","Prime sentence: an opponent judges a parent .
Event roles: PATIENT=brother; VERB=judg; AGENT=boy
Sentence: the",Sentence: the,first_noun,-2.8049228191375732,-4.470954895019531,-1.666032075881958,active,0.0
1922,role_labeled,passive,passive,a parent is judged by an opponent .,a boy judges a brother .,a brother is judged by a boy .,a,boy,a,brother,judg,judges,judged,"[""PATIENT=brother"", ""VERB=judg"", ""AGENT=boy""]","Prime sentence: a parent is judged by an opponent .
Event roles: PATIENT=brother; VERB=judg; AGENT=boy
Sentence: the",Sentence: the,first_noun,-3.541761636734009,-5.15671443939209,-1.614952802658081,active,0.0
1922,role_labeled,no_prime_eos,no_prime_eos,,a boy judges a brother .,a brother is judged by a boy .,a,boy,a,brother,judg,judges,judged,"[""PATIENT=brother"", ""VERB=judg"", ""AGENT=boy""]","Event roles: PATIENT=brother; VERB=judg; AGENT=boy
Sentence: the",Sentence: the,first_noun,-3.3256676197052,-5.217351913452148,-1.8916842937469482,active,0.0
1922,role_labeled,filler,filler,The radio crackled in the attic .,a boy judges a brother .,a brother is judged by a boy .,a,boy,a,brother,judg,judges,judged,"[""PATIENT=brother"", ""VERB=judg"", ""AGENT=boy""]","Prime sentence: The radio crackled in the attic .
Event roles: PATIENT=brother; VERB=judg; AGENT=boy
Sentence: the",Sentence: the,first_noun,-3.4636340141296387,-6.403728008270264,-2.940093994140625,active,0.0
1923,role_labeled,active,active,an author follows a bishop .,a minister follows a mother .,a mother is followed by a minister .,a,minister,a,mother,follow,follows,followed,"[""PATIENT=mother"", ""AGENT=minister"", ""VERB=follow""]","Prime sentence: an author follows a bishop .
Event roles: PATIENT=mother; AGENT=minister; VERB=follow
Sentence: the",Sentence: the,first_noun,-4.96610164642334,-4.289789199829102,0.6763124465942383,passive,1.0
1923,role_labeled,passive,passive,a bishop is followed by an author .,a minister follows a mother .,a mother is followed by a minister .,a,minister,a,mother,follow,follows,followed,"[""PATIENT=mother"", ""AGENT=minister"", ""VERB=follow""]","Prime sentence: a bishop is followed by an author .
Event roles: PATIENT=mother; AGENT=minister; VERB=follow
Sentence: the",Sentence: the,first_noun,-4.888452529907227,-4.226576805114746,0.6618757247924805,passive,1.0
1923,role_labeled,no_prime_eos,no_prime_eos,,a minister follows a mother .,a mother is followed by a minister .,a,minister,a,mother,follow,follows,followed,"[""PATIENT=mother"", ""AGENT=minister"", ""VERB=follow""]","Event roles: PATIENT=mother; AGENT=minister; VERB=follow
Sentence: the",Sentence: the,first_noun,-4.392894744873047,-3.8062734603881836,0.5866212844848633,passive,1.0
1923,role_labeled,filler,filler,The baker laughed during breakfast .,a minister follows a mother .,a mother is followed by a minister .,a,minister,a,mother,follow,follows,followed,"[""PATIENT=mother"", ""AGENT=minister"", ""VERB=follow""]","Prime sentence: The baker laughed during breakfast .
Event roles: PATIENT=mother; AGENT=minister; VERB=follow
Sentence: the",Sentence: the,first_noun,-4.681864261627197,-3.7013463973999023,0.9805178642272949,passive,1.0
1924,role_labeled,active,active,a minister joins a mother .,an aunt joins an author .,an author is joined by an aunt .,an,aunt,an,author,join,joins,joined,"[""VERB=join"", ""PATIENT=author"", ""AGENT=aunt""]","Prime sentence: a minister joins a mother .
Event roles: VERB=join; PATIENT=author; AGENT=aunt
Sentence: the",Sentence: the,first_noun,-6.050380229949951,-5.984366416931152,0.06601381301879883,passive,1.0
1924,role_labeled,passive,passive,a mother is joined by a minister .,an aunt joins an author .,an author is joined by an aunt .,an,aunt,an,author,join,joins,joined,"[""VERB=join"", ""PATIENT=author"", ""AGENT=aunt""]","Prime sentence: a mother is joined by a minister .
Event roles: VERB=join; PATIENT=author; AGENT=aunt
Sentence: the",Sentence: the,first_noun,-6.502412796020508,-6.1794514656066895,0.32296133041381836,passive,1.0
1924,role_labeled,no_prime_eos,no_prime_eos,,an aunt joins an author .,an author is joined by an aunt .,an,aunt,an,author,join,joins,joined,"[""VERB=join"", ""PATIENT=author"", ""AGENT=aunt""]","Event roles: VERB=join; PATIENT=author; AGENT=aunt
Sentence: the",Sentence: the,first_noun,-8.238008499145508,-4.867344379425049,3.370664119720459,passive,1.0
1924,role_labeled,filler,filler,The window rattled during the storm .,an aunt joins an author .,an author is joined by an aunt .,an,aunt,an,author,join,joins,joined,"[""VERB=join"", ""PATIENT=author"", ""AGENT=aunt""]","Prime sentence: The window rattled during the storm .
Event roles: VERB=join; PATIENT=author; AGENT=aunt
Sentence: the",Sentence: the,first_noun,-8.844892501831055,-8.951702117919922,-0.10680961608886719,active,0.0
1925,role_labeled,active,active,a winner embraces a woman .,a husband embraces a kid .,a kid is embraced by a husband .,a,husband,a,kid,embrac,embraces,embraced,"[""VERB=embrac"", ""AGENT=husband"", ""PATIENT=kid""]","Prime sentence: a winner embraces a woman .
Event roles: VERB=embrac; AGENT=husband; PATIENT=kid
Sentence: the",Sentence: the,first_noun,-4.242079257965088,-6.32620906829834,-2.084129810333252,active,0.0
1925,role_labeled,passive,passive,a woman is embraced by a winner .,a husband embraces a kid .,a kid is embraced by a husband .,a,husband,a,kid,embrac,embraces,embraced,"[""VERB=embrac"", ""AGENT=husband"", ""PATIENT=kid""]","Prime sentence: a woman is embraced by a winner .
Event roles: VERB=embrac; AGENT=husband; PATIENT=kid
Sentence: the",Sentence: the,first_noun,-4.158167362213135,-6.5721588134765625,-2.4139914512634277,active,0.0
1925,role_labeled,no_prime_eos,no_prime_eos,,a husband embraces a kid .,a kid is embraced by a husband .,a,husband,a,kid,embrac,embraces,embraced,"[""VERB=embrac"", ""AGENT=husband"", ""PATIENT=kid""]","Event roles: VERB=embrac; AGENT=husband; PATIENT=kid
Sentence: the",Sentence: the,first_noun,-3.8474392890930176,-6.130436897277832,-2.2829976081848145,active,0.0
1925,role_labeled,filler,filler,The radio crackled in the attic .,a husband embraces a kid .,a kid is embraced by a husband .,a,husband,a,kid,embrac,embraces,embraced,"[""VERB=embrac"", ""AGENT=husband"", ""PATIENT=kid""]","Prime sentence: The radio crackled in the attic .
Event roles: VERB=embrac; AGENT=husband; PATIENT=kid
Sentence: the",Sentence: the,first_noun,-5.382530212402344,-5.99834680557251,-0.615816593170166,active,0.0
1926,role_labeled,active,active,a bishop chases a boy .,a mother chases a nurse .,a nurse is chased by a mother .,a,mother,a,nurse,chas,chases,chased,"[""VERB=chas"", ""AGENT=mother"", ""PATIENT=nurse""]","Prime sentence: a bishop chases a boy .
Event roles: VERB=chas; AGENT=mother; PATIENT=nurse
Sentence: the",Sentence: the,first_noun,-4.052989959716797,-4.9742608070373535,-0.9212708473205566,active,0.0
1926,role_labeled,passive,passive,a boy is chased by a bishop .,a mother chases a nurse .,a nurse is chased by a mother .,a,mother,a,nurse,chas,chases,chased,"[""VERB=chas"", ""AGENT=mother"", ""PATIENT=nurse""]","Prime sentence: a boy is chased by a bishop .
Event roles: VERB=chas; AGENT=mother; PATIENT=nurse
Sentence: the",Sentence: the,first_noun,-4.46722936630249,-5.117044448852539,-0.6498150825500488,active,0.0
1926,role_labeled,no_prime_eos,no_prime_eos,,a mother chases a nurse .,a nurse is chased by a mother .,a,mother,a,nurse,chas,chases,chased,"[""VERB=chas"", ""AGENT=mother"", ""PATIENT=nurse""]","Event roles: VERB=chas; AGENT=mother; PATIENT=nurse
Sentence: the",Sentence: the,first_noun,-4.064490795135498,-4.425458908081055,-0.36096811294555664,active,0.0
1926,role_labeled,filler,filler,The lantern glowed near sunset .,a mother chases a nurse .,a nurse is chased by a mother .,a,mother,a,nurse,chas,chases,chased,"[""VERB=chas"", ""AGENT=mother"", ""PATIENT=nurse""]","Prime sentence: The lantern glowed near sunset .
Event roles: VERB=chas; AGENT=mother; PATIENT=nurse
Sentence: the",Sentence: the,first_noun,-4.956397533416748,-5.993551254272461,-1.037153720855713,active,0.0
1927,role_labeled,active,active,an uncle punches a wife .,a guy punches a hero .,a hero is punched by a guy .,a,guy,a,hero,punch,punches,punched,"[""PATIENT=hero"", ""AGENT=guy"", ""VERB=punch""]","Prime sentence: an uncle punches a wife .
Event roles: PATIENT=hero; AGENT=guy; VERB=punch
Sentence: the",Sentence: the,first_noun,-3.9392130374908447,-4.8088836669921875,-0.8696706295013428,active,0.0
1927,role_labeled,passive,passive,a wife is punched by an uncle .,a guy punches a hero .,a hero is punched by a guy .,a,guy,a,hero,punch,punches,punched,"[""PATIENT=hero"", ""AGENT=guy"", ""VERB=punch""]","Prime sentence: a wife is punched by an uncle .
Event roles: PATIENT=hero; AGENT=guy; VERB=punch
Sentence: the",Sentence: the,first_noun,-4.476316928863525,-5.000280380249023,-0.523963451385498,active,0.0
1927,role_labeled,no_prime_eos,no_prime_eos,,a guy punches a hero .,a hero is punched by a guy .,a,guy,a,hero,punch,punches,punched,"[""PATIENT=hero"", ""AGENT=guy"", ""VERB=punch""]","Event roles: PATIENT=hero; AGENT=guy; VERB=punch
Sentence: the",Sentence: the,first_noun,-3.735807418823242,-3.384787082672119,0.35102033615112305,passive,1.0
1927,role_labeled,filler,filler,The captain waited beside the harbor .,a guy punches a hero .,a hero is punched by a guy .,a,guy,a,hero,punch,punches,punched,"[""PATIENT=hero"", ""AGENT=guy"", ""VERB=punch""]","Prime sentence: The captain waited beside the harbor .
Event roles: PATIENT=hero; AGENT=guy; VERB=punch
Sentence: the",Sentence: the,first_noun,-5.344874382019043,-5.365021705627441,-0.020147323608398438,active,0.0
1928,role_labeled,active,active,an aunt drags an author .,a mayor drags a minister .,a minister is dragged by a mayor .,a,mayor,a,minister,drag,drags,dragged,"[""VERB=drag"", ""AGENT=mayor"", ""PATIENT=minister""]","Prime sentence: an aunt drags an author .
Event roles: VERB=drag; AGENT=mayor; PATIENT=minister
Sentence: the",Sentence: the,first_noun,-2.680830955505371,-4.598837852478027,-1.9180068969726562,active,0.0
1928,role_labeled,passive,passive,an author is dragged by an aunt .,a mayor drags a minister .,a minister is dragged by a mayor .,a,mayor,a,minister,drag,drags,dragged,"[""VERB=drag"", ""AGENT=mayor"", ""PATIENT=minister""]","Prime sentence: an author is dragged by an aunt .
Event roles: VERB=drag; AGENT=mayor; PATIENT=minister
Sentence: the",Sentence: the,first_noun,-2.677011251449585,-4.919963836669922,-2.242952585220337,active,0.0
1928,role_labeled,no_prime_eos,no_prime_eos,,a mayor drags a minister .,a minister is dragged by a mayor .,a,mayor,a,minister,drag,drags,dragged,"[""VERB=drag"", ""AGENT=mayor"", ""PATIENT=minister""]","Event roles: VERB=drag; AGENT=mayor; PATIENT=minister
Sentence: the",Sentence: the,first_noun,-3.042656421661377,-4.639843940734863,-1.5971875190734863,active,0.0
1928,role_labeled,filler,filler,The kettle whistled in the kitchen .,a mayor drags a minister .,a minister is dragged by a mayor .,a,mayor,a,minister,drag,drags,dragged,"[""VERB=drag"", ""AGENT=mayor"", ""PATIENT=minister""]","Prime sentence: The kettle whistled in the kitchen .
Event roles: VERB=drag; AGENT=mayor; PATIENT=minister
Sentence: the",Sentence: the,first_noun,-4.317398548126221,-6.243271350860596,-1.925872802734375,active,0.0
1929,role_labeled,active,active,a kid judges a king .,a winner judges a woman .,a woman is judged by a winner .,a,winner,a,woman,judg,judges,judged,"[""PATIENT=woman"", ""VERB=judg"", ""AGENT=winner""]","Prime sentence: a kid judges a king .
Event roles: PATIENT=woman; VERB=judg; AGENT=winner
Sentence: the",Sentence: the,first_noun,-6.224679946899414,-4.172257423400879,2.052422523498535,passive,1.0
1929,role_labeled,passive,passive,a king is judged by a kid .,a winner judges a woman .,a woman is judged by a winner .,a,winner,a,woman,judg,judges,judged,"[""PATIENT=woman"", ""VERB=judg"", ""AGENT=winner""]","Prime sentence: a king is judged by a kid .
Event roles: PATIENT=woman; VERB=judg; AGENT=winner
Sentence: the",Sentence: the,first_noun,-6.5954694747924805,-4.617236137390137,1.9782333374023438,passive,1.0
1929,role_labeled,no_prime_eos,no_prime_eos,,a winner judges a woman .,a woman is judged by a winner .,a,winner,a,woman,judg,judges,judged,"[""PATIENT=woman"", ""VERB=judg"", ""AGENT=winner""]","Event roles: PATIENT=woman; VERB=judg; AGENT=winner
Sentence: the",Sentence: the,first_noun,-4.073807239532471,-2.8547847270965576,1.219022512435913,passive,1.0
1929,role_labeled,filler,filler,The painter waited near the doorway .,a winner judges a woman .,a woman is judged by a winner .,a,winner,a,woman,judg,judges,judged,"[""PATIENT=woman"", ""VERB=judg"", ""AGENT=winner""]","Prime sentence: The painter waited near the doorway .
Event roles: PATIENT=woman; VERB=judg; AGENT=winner
Sentence: the",Sentence: the,first_noun,-7.254400253295898,-2.761115789413452,4.493284463882446,passive,1.0
1930,role_labeled,active,active,an opponent embraces a parent .,a boy embraces a brother .,a brother is embraced by a boy .,a,boy,a,brother,embrac,embraces,embraced,"[""AGENT=boy"", ""VERB=embrac"", ""PATIENT=brother""]","Prime sentence: an opponent embraces a parent .
Event roles: AGENT=boy; VERB=embrac; PATIENT=brother
Sentence: the",Sentence: the,first_noun,-3.287001609802246,-5.884897232055664,-2.597895622253418,active,0.0
1930,role_labeled,passive,passive,a parent is embraced by an opponent .,a boy embraces a brother .,a brother is embraced by a boy .,a,boy,a,brother,embrac,embraces,embraced,"[""AGENT=boy"", ""VERB=embrac"", ""PATIENT=brother""]","Prime sentence: a parent is embraced by an opponent .
Event roles: AGENT=boy; VERB=embrac; PATIENT=brother
Sentence: the",Sentence: the,first_noun,-3.304096221923828,-6.081704139709473,-2.7776079177856445,active,0.0
1930,role_labeled,no_prime_eos,no_prime_eos,,a boy embraces a brother .,a brother is embraced by a boy .,a,boy,a,brother,embrac,embraces,embraced,"[""AGENT=boy"", ""VERB=embrac"", ""PATIENT=brother""]","Event roles: AGENT=boy; VERB=embrac; PATIENT=brother
Sentence: the",Sentence: the,first_noun,-2.7786951065063477,-5.8541460037231445,-3.075450897216797,active,0.0
1930,role_labeled,filler,filler,The garden brightened after rain .,a boy embraces a brother .,a brother is embraced by a boy .,a,boy,a,brother,embrac,embraces,embraced,"[""AGENT=boy"", ""VERB=embrac"", ""PATIENT=brother""]","Prime sentence: The garden brightened after rain .
Event roles: AGENT=boy; VERB=embrac; PATIENT=brother
Sentence: the",Sentence: the,first_noun,-4.215949058532715,-7.763376235961914,-3.547427177429199,active,0.0
1931,role_labeled,active,active,a secretary describes a sheriff .,a doctor describes an employee .,an employee is described by a doctor .,a,doctor,an,employee,describ,describes,described,"[""PATIENT=employee"", ""AGENT=doctor"", ""VERB=describ""]","Prime sentence: a secretary describes a sheriff .
Event roles: PATIENT=employee; AGENT=doctor; VERB=describ
Sentence: the",Sentence: the,first_noun,-3.037060022354126,-4.552359580993652,-1.5152995586395264,active,0.0
1931,role_labeled,passive,passive,a sheriff is described by a secretary .,a doctor describes an employee .,an employee is described by a doctor .,a,doctor,an,employee,describ,describes,described,"[""PATIENT=employee"", ""AGENT=doctor"", ""VERB=describ""]","Prime sentence: a sheriff is described by a secretary .
Event roles: PATIENT=employee; AGENT=doctor; VERB=describ
Sentence: the",Sentence: the,first_noun,-3.0940349102020264,-4.386894226074219,-1.2928593158721924,active,0.0
1931,role_labeled,no_prime_eos,no_prime_eos,,a doctor describes an employee .,an employee is described by a doctor .,a,doctor,an,employee,describ,describes,described,"[""PATIENT=employee"", ""AGENT=doctor"", ""VERB=describ""]","Event roles: PATIENT=employee; AGENT=doctor; VERB=describ
Sentence: the",Sentence: the,first_noun,-2.845985174179077,-4.730136394500732,-1.8841512203216553,active,0.0
1931,role_labeled,filler,filler,The painter waited near the doorway .,a doctor describes an employee .,an employee is described by a doctor .,a,doctor,an,employee,describ,describes,described,"[""PATIENT=employee"", ""AGENT=doctor"", ""VERB=describ""]","Prime sentence: The painter waited near the doorway .
Event roles: PATIENT=employee; AGENT=doctor; VERB=describ
Sentence: the",Sentence: the,first_noun,-3.060323476791382,-5.664585113525391,-2.604261636734009,active,0.0
1932,role_labeled,active,active,a sheriff forgives a singer .,an employee forgives an employer .,an employer is forgiven by an employee .,an,employee,an,employer,forgiv,forgives,forgiven,"[""AGENT=employee"", ""PATIENT=employer"", ""VERB=forgiv""]","Prime sentence: a sheriff forgives a singer .
Event roles: AGENT=employee; PATIENT=employer; VERB=forgiv
Sentence: the",Sentence: the,first_noun,-4.666718482971191,-5.382930755615234,-0.716212272644043,active,0.0
1932,role_labeled,passive,passive,a singer is forgiven by a sheriff .,an employee forgives an employer .,an employer is forgiven by an employee .,an,employee,an,employer,forgiv,forgives,forgiven,"[""AGENT=employee"", ""PATIENT=employer"", ""VERB=forgiv""]","Prime sentence: a singer is forgiven by a sheriff .
Event roles: AGENT=employee; PATIENT=employer; VERB=forgiv
Sentence: the",Sentence: the,first_noun,-5.002930641174316,-5.6287360191345215,-0.6258053779602051,active,0.0
1932,role_labeled,no_prime_eos,no_prime_eos,,an employee forgives an employer .,an employer is forgiven by an employee .,an,employee,an,employer,forgiv,forgives,forgiven,"[""AGENT=employee"", ""PATIENT=employer"", ""VERB=forgiv""]","Event roles: AGENT=employee; PATIENT=employer; VERB=forgiv
Sentence: the",Sentence: the,first_noun,-3.452420711517334,-5.02051305770874,-1.5680923461914062,active,0.0
1932,role_labeled,filler,filler,The window rattled during the storm .,an employee forgives an employer .,an employer is forgiven by an employee .,an,employee,an,employer,forgiv,forgives,forgiven,"[""AGENT=employee"", ""PATIENT=employer"", ""VERB=forgiv""]","Prime sentence: The window rattled during the storm .
Event roles: AGENT=employee; PATIENT=employer; VERB=forgiv
Sentence: the",Sentence: the,first_noun,-6.616476535797119,-8.554098129272461,-1.9376215934753418,active,0.0
1933,role_labeled,active,active,a doctor grabs an employee .,a scientist grabs a secretary .,a secretary is grabbed by a scientist .,a,scientist,a,secretary,grab,grabs,grabbed,"[""PATIENT=secretary"", ""AGENT=scientist"", ""VERB=grab""]","Prime sentence: a doctor grabs an employee .
Event roles: PATIENT=secretary; AGENT=scientist; VERB=grab
Sentence: the",Sentence: the,first_noun,-3.2873077392578125,-3.8637664318084717,-0.5764586925506592,active,0.0
1933,role_labeled,passive,passive,an employee is grabbed by a doctor .,a scientist grabs a secretary .,a secretary is grabbed by a scientist .,a,scientist,a,secretary,grab,grabs,grabbed,"[""PATIENT=secretary"", ""AGENT=scientist"", ""VERB=grab""]","Prime sentence: an employee is grabbed by a doctor .
Event roles: PATIENT=secretary; AGENT=scientist; VERB=grab
Sentence: the",Sentence: the,first_noun,-3.7400169372558594,-4.498544692993164,-0.7585277557373047,active,0.0
1933,role_labeled,no_prime_eos,no_prime_eos,,a scientist grabs a secretary .,a secretary is grabbed by a scientist .,a,scientist,a,secretary,grab,grabs,grabbed,"[""PATIENT=secretary"", ""AGENT=scientist"", ""VERB=grab""]","Event roles: PATIENT=secretary; AGENT=scientist; VERB=grab
Sentence: the",Sentence: the,first_noun,-4.0544047355651855,-6.742398738861084,-2.6879940032958984,active,0.0
1933,role_labeled,filler,filler,The garden brightened after rain .,a scientist grabs a secretary .,a secretary is grabbed by a scientist .,a,scientist,a,secretary,grab,grabs,grabbed,"[""PATIENT=secretary"", ""AGENT=scientist"", ""VERB=grab""]","Prime sentence: The garden brightened after rain .
Event roles: PATIENT=secretary; AGENT=scientist; VERB=grab
Sentence: the",Sentence: the,first_noun,-6.499931812286377,-8.07801342010498,-1.5780816078186035,active,0.0
1934,role_labeled,active,active,a hero strikes a husband .,an uncle strikes a wife .,a wife is struck by an uncle .,an,uncle,a,wife,strik,strikes,struck,"[""PATIENT=wife"", ""AGENT=uncle"", ""VERB=strik""]","Prime sentence: a hero strikes a husband .
Event roles: PATIENT=wife; AGENT=uncle; VERB=strik
Sentence: the",Sentence: the,first_noun,-6.701715469360352,-3.4415855407714844,3.260129928588867,passive,1.0
1934,role_labeled,passive,passive,a husband is struck by a hero .,an uncle strikes a wife .,a wife is struck by an uncle .,an,uncle,a,wife,strik,strikes,struck,"[""PATIENT=wife"", ""AGENT=uncle"", ""VERB=strik""]","Prime sentence: a husband is struck by a hero .
Event roles: PATIENT=wife; AGENT=uncle; VERB=strik
Sentence: the",Sentence: the,first_noun,-6.263376235961914,-3.328249216079712,2.935127019882202,passive,1.0
1934,role_labeled,no_prime_eos,no_prime_eos,,an uncle strikes a wife .,a wife is struck by an uncle .,an,uncle,a,wife,strik,strikes,struck,"[""PATIENT=wife"", ""AGENT=uncle"", ""VERB=strik""]","Event roles: PATIENT=wife; AGENT=uncle; VERB=strik
Sentence: the",Sentence: the,first_noun,-6.906129360198975,-3.766218662261963,3.1399106979370117,passive,1.0
1934,role_labeled,filler,filler,The notebook stayed on the shelf .,an uncle strikes a wife .,a wife is struck by an uncle .,an,uncle,a,wife,strik,strikes,struck,"[""PATIENT=wife"", ""AGENT=uncle"", ""VERB=strik""]","Prime sentence: The notebook stayed on the shelf .
Event roles: PATIENT=wife; AGENT=uncle; VERB=strik
Sentence: the",Sentence: the,first_noun,-6.4302520751953125,-4.072208404541016,2.358043670654297,passive,1.0
1935,role_labeled,active,active,an author comforts a bishop .,a minister comforts a mother .,a mother is comforted by a minister .,a,minister,a,mother,comfort,comforts,comforted,"[""PATIENT=mother"", ""VERB=comfort"", ""AGENT=minister""]","Prime sentence: an author comforts a bishop .
Event roles: PATIENT=mother; VERB=comfort; AGENT=minister
Sentence: the",Sentence: the,first_noun,-5.044984340667725,-4.613093376159668,0.43189096450805664,passive,1.0
1935,role_labeled,passive,passive,a bishop is comforted by an author .,a minister comforts a mother .,a mother is comforted by a minister .,a,minister,a,mother,comfort,comforts,comforted,"[""PATIENT=mother"", ""VERB=comfort"", ""AGENT=minister""]","Prime sentence: a bishop is comforted by an author .
Event roles: PATIENT=mother; VERB=comfort; AGENT=minister
Sentence: the",Sentence: the,first_noun,-4.88625955581665,-4.4017229080200195,0.48453664779663086,passive,1.0
1935,role_labeled,no_prime_eos,no_prime_eos,,a minister comforts a mother .,a mother is comforted by a minister .,a,minister,a,mother,comfort,comforts,comforted,"[""PATIENT=mother"", ""VERB=comfort"", ""AGENT=minister""]","Event roles: PATIENT=mother; VERB=comfort; AGENT=minister
Sentence: the",Sentence: the,first_noun,-4.51521110534668,-3.789297342300415,0.7259137630462646,passive,1.0
1935,role_labeled,filler,filler,The singer smiled after rehearsal .,a minister comforts a mother .,a mother is comforted by a minister .,a,minister,a,mother,comfort,comforts,comforted,"[""PATIENT=mother"", ""VERB=comfort"", ""AGENT=minister""]","Prime sentence: The singer smiled after rehearsal .
Event roles: PATIENT=mother; VERB=comfort; AGENT=minister
Sentence: the",Sentence: the,first_noun,-4.817460536956787,-4.133777141571045,0.6836833953857422,passive,1.0
1936,role_labeled,active,active,a kid discovers a king .,a winner discovers a woman .,a woman is discovered by a winner .,a,winner,a,woman,discover,discovers,discovered,"[""VERB=discover"", ""PATIENT=woman"", ""AGENT=winner""]","Prime sentence: a kid discovers a king .
Event roles: VERB=discover; PATIENT=woman; AGENT=winner
Sentence: the",Sentence: the,first_noun,-5.4831767082214355,-4.257528781890869,1.2256479263305664,passive,1.0
1936,role_labeled,passive,passive,a king is discovered by a kid .,a winner discovers a woman .,a woman is discovered by a winner .,a,winner,a,woman,discover,discovers,discovered,"[""VERB=discover"", ""PATIENT=woman"", ""AGENT=winner""]","Prime sentence: a king is discovered by a kid .
Event roles: VERB=discover; PATIENT=woman; AGENT=winner
Sentence: the",Sentence: the,first_noun,-5.847905158996582,-4.67229700088501,1.1756081581115723,passive,1.0
1936,role_labeled,no_prime_eos,no_prime_eos,,a winner discovers a woman .,a woman is discovered by a winner .,a,winner,a,woman,discover,discovers,discovered,"[""VERB=discover"", ""PATIENT=woman"", ""AGENT=winner""]","Event roles: VERB=discover; PATIENT=woman; AGENT=winner
Sentence: the",Sentence: the,first_noun,-3.8859896659851074,-3.241072654724121,0.6449170112609863,passive,1.0
1936,role_labeled,filler,filler,The jacket hung behind the chair .,a winner discovers a woman .,a woman is discovered by a winner .,a,winner,a,woman,discover,discovers,discovered,"[""VERB=discover"", ""PATIENT=woman"", ""AGENT=winner""]","Prime sentence: The jacket hung behind the chair .
Event roles: VERB=discover; PATIENT=woman; AGENT=winner
Sentence: the",Sentence: the,first_noun,-6.894482612609863,-4.027767181396484,2.866715431213379,passive,1.0
1937,role_labeled,active,active,a buddy catches a candidate .,a parent catches a partner .,a partner is caught by a parent .,a,parent,a,partner,catch,catches,caught,"[""VERB=catch"", ""AGENT=parent"", ""PATIENT=partner""]","Prime sentence: a buddy catches a candidate .
Event roles: VERB=catch; AGENT=parent; PATIENT=partner
Sentence: the",Sentence: the,first_noun,-4.934284687042236,-5.666638374328613,-0.732353687286377,active,0.0
1937,role_labeled,passive,passive,a candidate is caught by a buddy .,a parent catches a partner .,a partner is caught by a parent .,a,parent,a,partner,catch,catches,caught,"[""VERB=catch"", ""AGENT=parent"", ""PATIENT=partner""]","Prime sentence: a candidate is caught by a buddy .
Event roles: VERB=catch; AGENT=parent; PATIENT=partner
Sentence: the",Sentence: the,first_noun,-4.356460094451904,-5.017409801483154,-0.66094970703125,active,0.0
1937,role_labeled,no_prime_eos,no_prime_eos,,a parent catches a partner .,a partner is caught by a parent .,a,parent,a,partner,catch,catches,caught,"[""VERB=catch"", ""AGENT=parent"", ""PATIENT=partner""]","Event roles: VERB=catch; AGENT=parent; PATIENT=partner
Sentence: the",Sentence: the,first_noun,-4.6958909034729,-6.927140235900879,-2.2312493324279785,active,0.0
