item_index,prompt_template,prime_structure,prime_sentence,target_active,target_passive,agent_noun,patient_noun,active_verb_form,passive_verb_form,prompt,active_choice_logprob,passive_choice_logprob,passive_minus_active_logprob,chosen_structure
165,word_list,active,a pilot prepares a tea .,the cousin raised the book .,the book was raised by the cousin .,cousin,book,raised,raised,"Prime sentence: a pilot prepares a tea .
Use these words in one sentence: cousin, book, raised
Sentence: the",-3.859184741973877,-4.603058815002441,-0.7438740730285645,active
165,word_list,passive,a tea is prepared by a pilot .,the cousin raised the book .,the book was raised by the cousin .,cousin,book,raised,raised,"Prime sentence: a tea is prepared by a pilot .
Use these words in one sentence: cousin, book, raised
Sentence: the",-4.822415351867676,-4.81618595123291,0.006229400634765625,passive
165,role_labeled,active,a pilot prepares a tea .,the cousin raised the book .,the book was raised by the cousin .,cousin,book,raised,raised,"Prime sentence: a pilot prepares a tea .
Event roles: AGENT=cousin; PATIENT=book; VERB=raised
Sentence: the",-7.836893081665039,-4.951517105102539,2.8853759765625,passive
165,role_labeled,passive,a tea is prepared by a pilot .,the cousin raised the book .,the book was raised by the cousin .,cousin,book,raised,raised,"Prime sentence: a tea is prepared by a pilot .
Event roles: AGENT=cousin; PATIENT=book; VERB=raised
Sentence: the",-8.538090705871582,-5.148860931396484,3.3892297744750977,passive
166,word_list,active,the singer bothered the band .,a secretary hurries a hero .,a hero is hurried by a secretary .,secretary,hero,hurries,hurried,"Prime sentence: the singer bothered the band .
Use these words in one sentence: secretary, hero, hurries/hurried
Sentence: the",-4.221783638000488,-6.179697036743164,-1.9579133987426758,active
166,word_list,passive,the band was bothered by the singer .,a secretary hurries a hero .,a hero is hurried by a secretary .,secretary,hero,hurries,hurried,"Prime sentence: the band was bothered by the singer .
Use these words in one sentence: secretary, hero, hurries/hurried
Sentence: the",-4.670847415924072,-6.40548849105835,-1.7346410751342773,active
166,role_labeled,active,the singer bothered the band .,a secretary hurries a hero .,a hero is hurried by a secretary .,secretary,hero,hurries,hurried,"Prime sentence: the singer bothered the band .
Event roles: AGENT=secretary; PATIENT=hero; VERB=hurries/hurried
Sentence: the",-6.539401054382324,-4.834721565246582,1.7046794891357422,passive
166,role_labeled,passive,the band was bothered by the singer .,a secretary hurries a hero .,a hero is hurried by a secretary .,secretary,hero,hurries,hurried,"Prime sentence: the band was bothered by the singer .
Event roles: AGENT=secretary; PATIENT=hero; VERB=hurries/hurried
Sentence: the",-7.013369083404541,-4.969599723815918,2.043769359588623,passive
167,word_list,active,a captain carried a salad .,the king strikes the girl .,the girl is struck by the king .,king,girl,strikes,struck,"Prime sentence: a captain carried a salad .
Use these words in one sentence: king, girl, strikes/struck
Sentence: the",-1.9530837535858154,-3.900080442428589,-1.9469966888427734,active
167,word_list,passive,a salad was carried by a captain .,the king strikes the girl .,the girl is struck by the king .,king,girl,strikes,struck,"Prime sentence: a salad was carried by a captain .
Use these words in one sentence: king, girl, strikes/struck
Sentence: the",-2.95186448097229,-4.162349700927734,-1.2104852199554443,active
167,role_labeled,active,a captain carried a salad .,the king strikes the girl .,the girl is struck by the king .,king,girl,strikes,struck,"Prime sentence: a captain carried a salad .
Event roles: AGENT=king; PATIENT=girl; VERB=strikes/struck
Sentence: the",-2.898052215576172,-4.284306049346924,-1.386253833770752,active
167,role_labeled,passive,a salad was carried by a captain .,the king strikes the girl .,the girl is struck by the king .,king,girl,strikes,struck,"Prime sentence: a salad was carried by a captain .
Event roles: AGENT=king; PATIENT=girl; VERB=strikes/struck
Sentence: the",-3.3612091541290283,-4.277073860168457,-0.9158647060394287,active
168,word_list,active,the secretary understands the woman .,a buddy killed a mayor .,a mayor was killed by a buddy .,buddy,mayor,killed,killed,"Prime sentence: the secretary understands the woman .
Use these words in one sentence: buddy, mayor, killed
Sentence: the",-8.242459297180176,-3.9210779666900635,4.321381330490112,passive
168,word_list,passive,the woman is understood by the secretary .,a buddy killed a mayor .,a mayor was killed by a buddy .,buddy,mayor,killed,killed,"Prime sentence: the woman is understood by the secretary .
Use these words in one sentence: buddy, mayor, killed
Sentence: the",-7.737301826477051,-4.304892539978027,3.4324092864990234,passive
168,role_labeled,active,the secretary understands the woman .,a buddy killed a mayor .,a mayor was killed by a buddy .,buddy,mayor,killed,killed,"Prime sentence: the secretary understands the woman .
Event roles: AGENT=buddy; PATIENT=mayor; VERB=killed
Sentence: the",-10.293487548828125,-3.0979318618774414,7.195555686950684,passive
168,role_labeled,passive,the woman is understood by the secretary .,a buddy killed a mayor .,a mayor was killed by a buddy .,buddy,mayor,killed,killed,"Prime sentence: the woman is understood by the secretary .
Event roles: AGENT=buddy; PATIENT=mayor; VERB=killed
Sentence: the",-10.609681129455566,-4.050925254821777,6.558755874633789,passive
169,word_list,active,the prince grabbed the box .,an administration purchases a pie .,a pie is purchased by an administration .,administration,pie,purchases,purchased,"Prime sentence: the prince grabbed the box .
Use these words in one sentence: administration, pie, purchases/purchased
Sentence: the",-4.868863105773926,-4.896160125732422,-0.027297019958496094,active
169,word_list,passive,the box was grabbed by the prince .,an administration purchases a pie .,a pie is purchased by an administration .,administration,pie,purchases,purchased,"Prime sentence: the box was grabbed by the prince .
Use these words in one sentence: administration, pie, purchases/purchased
Sentence: the",-5.69041109085083,-4.558048725128174,1.1323623657226562,passive
169,role_labeled,active,the prince grabbed the box .,an administration purchases a pie .,a pie is purchased by an administration .,administration,pie,purchases,purchased,"Prime sentence: the prince grabbed the box .
Event roles: AGENT=administration; PATIENT=pie; VERB=purchases/purchased
Sentence: the",-7.826354026794434,-3.972867965698242,3.8534860610961914,passive
169,role_labeled,passive,the box was grabbed by the prince .,an administration purchases a pie .,a pie is purchased by an administration .,administration,pie,purchases,purchased,"Prime sentence: the box was grabbed by the prince .
Event roles: AGENT=administration; PATIENT=pie; VERB=purchases/purchased
Sentence: the",-8.673588752746582,-3.935157299041748,4.738431453704834,passive
170,word_list,active,a hero understood a chief .,the lawyer discovers the beer .,the beer is discovered by the lawyer .,lawyer,beer,discovers,discovered,"Prime sentence: a hero understood a chief .
Use these words in one sentence: lawyer, beer, discovers/discovered
Sentence: the",-3.512010097503662,-5.001172065734863,-1.4891619682312012,active
170,word_list,passive,a chief was understood by a hero .,the lawyer discovers the beer .,the beer is discovered by the lawyer .,lawyer,beer,discovers,discovered,"Prime sentence: a chief was understood by a hero .
Use these words in one sentence: lawyer, beer, discovers/discovered
Sentence: the",-3.65824818611145,-5.300846099853516,-1.6425979137420654,active
170,role_labeled,active,a hero understood a chief .,the lawyer discovers the beer .,the beer is discovered by the lawyer .,lawyer,beer,discovers,discovered,"Prime sentence: a hero understood a chief .
Event roles: AGENT=lawyer; PATIENT=beer; VERB=discovers/discovered
Sentence: the",-5.526610374450684,-6.109306335449219,-0.5826959609985352,active
170,role_labeled,passive,a chief was understood by a hero .,the lawyer discovers the beer .,the beer is discovered by the lawyer .,lawyer,beer,discovers,discovered,"Prime sentence: a chief was understood by a hero .
Event roles: AGENT=lawyer; PATIENT=beer; VERB=discovers/discovered
Sentence: the",-5.152520179748535,-5.511781692504883,-0.35926151275634766,active
171,word_list,active,a president tastes a salad .,the doctor taught the girl .,the girl was taught by the doctor .,doctor,girl,taught,taught,"Prime sentence: a president tastes a salad .
Use these words in one sentence: doctor, girl, taught
Sentence: the",-2.6049845218658447,-4.294975280761719,-1.689990758895874,active
171,word_list,passive,a salad is tasted by a president .,the doctor taught the girl .,the girl was taught by the doctor .,doctor,girl,taught,taught,"Prime sentence: a salad is tasted by a president .
Use these words in one sentence: doctor, girl, taught
Sentence: the",-3.133612632751465,-4.675597667694092,-1.541985034942627,active
171,role_labeled,active,a president tastes a salad .,the doctor taught the girl .,the girl was taught by the doctor .,doctor,girl,taught,taught,"Prime sentence: a president tastes a salad .
Event roles: AGENT=doctor; PATIENT=girl; VERB=taught
Sentence: the",-3.2083945274353027,-4.539551258087158,-1.3311567306518555,active
171,role_labeled,passive,a salad is tasted by a president .,the doctor taught the girl .,the girl was taught by the doctor .,doctor,girl,taught,taught,"Prime sentence: a salad is tasted by a president .
Event roles: AGENT=doctor; PATIENT=girl; VERB=taught
Sentence: the",-3.398030996322632,-4.934477806091309,-1.5364468097686768,active
172,word_list,active,the hero tastes the salad .,a buddy removed a knife .,a knife was removed by a buddy .,buddy,knife,removed,removed,"Prime sentence: the hero tastes the salad .
Use these words in one sentence: buddy, knife, removed
Sentence: the",-5.720348358154297,-5.58869743347168,0.1316509246826172,passive
172,word_list,passive,the salad is tasted by the hero .,a buddy removed a knife .,a knife was removed by a buddy .,buddy,knife,removed,removed,"Prime sentence: the salad is tasted by the hero .
Use these words in one sentence: buddy, knife, removed
Sentence: the",-6.384866714477539,-4.709274768829346,1.6755919456481934,passive
172,role_labeled,active,the hero tastes the salad .,a buddy removed a knife .,a knife was removed by a buddy .,buddy,knife,removed,removed,"Prime sentence: the hero tastes the salad .
Event roles: AGENT=buddy; PATIENT=knife; VERB=removed
Sentence: the",-7.927498817443848,-5.19864559173584,2.728853225708008,passive
172,role_labeled,passive,the salad is tasted by the hero .,a buddy removed a knife .,a knife was removed by a buddy .,buddy,knife,removed,removed,"Prime sentence: the salad is tasted by the hero .
Event roles: AGENT=buddy; PATIENT=knife; VERB=removed
Sentence: the",-8.24278736114502,-4.097860336303711,4.144927024841309,passive
173,word_list,active,the pilot raised the key .,a mayor uses a guitar .,a guitar is used by a mayor .,mayor,guitar,uses,used,"Prime sentence: the pilot raised the key .
Use these words in one sentence: mayor, guitar, uses/used
Sentence: the",-1.963620901107788,-4.309568405151367,-2.345947504043579,active
173,word_list,passive,the key was raised by the pilot .,a mayor uses a guitar .,a guitar is used by a mayor .,mayor,guitar,uses,used,"Prime sentence: the key was raised by the pilot .
Use these words in one sentence: mayor, guitar, uses/used
Sentence: the",-3.862675189971924,-5.73425817489624,-1.8715829849243164,active
173,role_labeled,active,the pilot raised the key .,a mayor uses a guitar .,a guitar is used by a mayor .,mayor,guitar,uses,used,"Prime sentence: the pilot raised the key .
Event roles: AGENT=mayor; PATIENT=guitar; VERB=uses/used
Sentence: the",-3.6786623001098633,-6.439208984375,-2.7605466842651367,active
173,role_labeled,passive,the key was raised by the pilot .,a mayor uses a guitar .,a guitar is used by a mayor .,mayor,guitar,uses,used,"Prime sentence: the key was raised by the pilot .
Event roles: AGENT=mayor; PATIENT=guitar; VERB=uses/used
Sentence: the",-5.072300434112549,-7.122499465942383,-2.050199031829834,active
174,word_list,active,an employer left a guitar .,the army wants the television .,the television is wanted by the army .,army,television,wants,wanted,"Prime sentence: an employer left a guitar .
Use these words in one sentence: army, television, wants/wanted
Sentence: the",-2.7735159397125244,-6.216005325317383,-3.4424893856048584,active
174,word_list,passive,a guitar was left by an employer .,the army wants the television .,the television is wanted by the army .,army,television,wants,wanted,"Prime sentence: a guitar was left by an employer .
Use these words in one sentence: army, television, wants/wanted
Sentence: the",-3.544663429260254,-6.243007183074951,-2.6983437538146973,active
174,role_labeled,active,an employer left a guitar .,the army wants the television .,the television is wanted by the army .,army,television,wants,wanted,"Prime sentence: an employer left a guitar .
Event roles: AGENT=army; PATIENT=television; VERB=wants/wanted
Sentence: the",-4.712767601013184,-6.522511005401611,-1.8097434043884277,active
174,role_labeled,passive,a guitar was left by an employer .,the army wants the television .,the television is wanted by the army .,army,television,wants,wanted,"Prime sentence: a guitar was left by an employer .
Event roles: AGENT=army; PATIENT=television; VERB=wants/wanted
Sentence: the",-5.164278030395508,-6.363574981689453,-1.1992969512939453,active
175,word_list,active,the colonel chases the business .,a minister wrapped a guitar .,a guitar was wrapped by a minister .,minister,guitar,wrapped,wrapped,"Prime sentence: the colonel chases the business .
Use these words in one sentence: minister, guitar, wrapped
Sentence: the",-2.0055017471313477,-3.814664840698242,-1.8091630935668945,active
175,word_list,passive,the business is chased by the colonel .,a minister wrapped a guitar .,a guitar was wrapped by a minister .,minister,guitar,wrapped,wrapped,"Prime sentence: the business is chased by the colonel .
Use these words in one sentence: minister, guitar, wrapped
Sentence: the",-2.773137092590332,-3.30910062789917,-0.5359635353088379,active
175,role_labeled,active,the colonel chases the business .,a minister wrapped a guitar .,a guitar was wrapped by a minister .,minister,guitar,wrapped,wrapped,"Prime sentence: the colonel chases the business .
Event roles: AGENT=minister; PATIENT=guitar; VERB=wrapped
Sentence: the",-4.386434555053711,-6.234683990478516,-1.8482494354248047,active
175,role_labeled,passive,the business is chased by the colonel .,a minister wrapped a guitar .,a guitar was wrapped by a minister .,minister,guitar,wrapped,wrapped,"Prime sentence: the business is chased by the colonel .
Event roles: AGENT=minister; PATIENT=guitar; VERB=wrapped
Sentence: the",-5.008213996887207,-5.102062225341797,-0.09384822845458984,active
176,word_list,active,the professor leads the administration .,a woman hurried a boy .,a boy was hurried by a woman .,woman,boy,hurried,hurried,"Prime sentence: the professor leads the administration .
Use these words in one sentence: woman, boy, hurried
Sentence: the",-2.8025929927825928,-5.192440032958984,-2.3898470401763916,active
176,word_list,passive,the administration is led by the professor .,a woman hurried a boy .,a boy was hurried by a woman .,woman,boy,hurried,hurried,"Prime sentence: the administration is led by the professor .
Use these words in one sentence: woman, boy, hurried
Sentence: the",-3.5852770805358887,-5.755275726318359,-2.1699986457824707,active
176,role_labeled,active,the professor leads the administration .,a woman hurried a boy .,a boy was hurried by a woman .,woman,boy,hurried,hurried,"Prime sentence: the professor leads the administration .
Event roles: AGENT=woman; PATIENT=boy; VERB=hurried
Sentence: the",-3.392380714416504,-3.4434995651245117,-0.05111885070800781,active
176,role_labeled,passive,the administration is led by the professor .,a woman hurried a boy .,a boy was hurried by a woman .,woman,boy,hurried,hurried,"Prime sentence: the administration is led by the professor .
Event roles: AGENT=woman; PATIENT=boy; VERB=hurried
Sentence: the",-3.8922626972198486,-4.144986152648926,-0.25272345542907715,active
177,word_list,active,the secretary understood the reader .,a colonel tastes a meal .,a meal is tasted by a colonel .,colonel,meal,tastes,tasted,"Prime sentence: the secretary understood the reader .
Use these words in one sentence: colonel, meal, tastes/tasted
Sentence: the",-2.366501808166504,-5.754775524139404,-3.3882737159729004,active
177,word_list,passive,the reader was understood by the secretary .,a colonel tastes a meal .,a meal is tasted by a colonel .,colonel,meal,tastes,tasted,"Prime sentence: the reader was understood by the secretary .
Use these words in one sentence: colonel, meal, tastes/tasted
Sentence: the",-2.3214497566223145,-6.13958215713501,-3.8181324005126953,active
177,role_labeled,active,the secretary understood the reader .,a colonel tastes a meal .,a meal is tasted by a colonel .,colonel,meal,tastes,tasted,"Prime sentence: the secretary understood the reader .
Event roles: AGENT=colonel; PATIENT=meal; VERB=tastes/tasted
Sentence: the",-4.3628387451171875,-6.235044479370117,-1.8722057342529297,active
177,role_labeled,passive,the reader was understood by the secretary .,a colonel tastes a meal .,a meal is tasted by a colonel .,colonel,meal,tastes,tasted,"Prime sentence: the reader was understood by the secretary .
Event roles: AGENT=colonel; PATIENT=meal; VERB=tastes/tasted
Sentence: the",-4.353663444519043,-5.551230430603027,-1.1975669860839844,active
178,word_list,active,a champion hurries a mother .,the prince accepted the key .,the key was accepted by the prince .,prince,key,accepted,accepted,"Prime sentence: a champion hurries a mother .
Use these words in one sentence: prince, key, accepted
Sentence: the",-2.886810302734375,-4.43072509765625,-1.543914794921875,active
178,word_list,passive,a mother is hurried by a champion .,the prince accepted the key .,the key was accepted by the prince .,prince,key,accepted,accepted,"Prime sentence: a mother is hurried by a champion .
Use these words in one sentence: prince, key, accepted
Sentence: the",-4.004388809204102,-4.566061019897461,-0.5616722106933594,active
178,role_labeled,active,a champion hurries a mother .,the prince accepted the key .,the key was accepted by the prince .,prince,key,accepted,accepted,"Prime sentence: a champion hurries a mother .
Event roles: AGENT=prince; PATIENT=key; VERB=accepted
Sentence: the",-3.5134637355804443,-5.8636579513549805,-2.350194215774536,active
178,role_labeled,passive,a mother is hurried by a champion .,the prince accepted the key .,the key was accepted by the prince .,prince,key,accepted,accepted,"Prime sentence: a mother is hurried by a champion .
Event roles: AGENT=prince; PATIENT=key; VERB=accepted
Sentence: the",-4.289834022521973,-5.899749755859375,-1.6099157333374023,active
179,word_list,active,the friend surprised the kid .,a man discovers an anchor .,an anchor is discovered by a man .,man,anchor,discovers,discovered,"Prime sentence: the friend surprised the kid .
Use these words in one sentence: man, anchor, discovers/discovered
Sentence: the",-3.1538450717926025,-2.9769070148468018,0.17693805694580078,passive
179,word_list,passive,the kid was surprised by the friend .,a man discovers an anchor .,an anchor is discovered by a man .,man,anchor,discovers,discovered,"Prime sentence: the kid was surprised by the friend .
Use these words in one sentence: man, anchor, discovers/discovered
Sentence: the",-3.852667808532715,-2.927332878112793,0.9253349304199219,passive
179,role_labeled,active,the friend surprised the kid .,a man discovers an anchor .,an anchor is discovered by a man .,man,anchor,discovers,discovered,"Prime sentence: the friend surprised the kid .
Event roles: AGENT=man; PATIENT=anchor; VERB=discovers/discovered
Sentence: the",-3.928795576095581,-5.682825088500977,-1.7540295124053955,active
179,role_labeled,passive,the kid was surprised by the friend .,a man discovers an anchor .,an anchor is discovered by a man .,man,anchor,discovers,discovered,"Prime sentence: the kid was surprised by the friend .
Event roles: AGENT=man; PATIENT=anchor; VERB=discovers/discovered
Sentence: the",-4.541273593902588,-5.296471118927002,-0.7551975250244141,active
180,word_list,active,a captain punches a candidate .,the champion wanted the candy .,the candy was wanted by the champion .,champion,candy,wanted,wanted,"Prime sentence: a captain punches a candidate .
Use these words in one sentence: champion, candy, wanted
Sentence: the",-2.7582805156707764,-6.734943389892578,-3.9766628742218018,active
180,word_list,passive,a candidate is punched by a captain .,the champion wanted the candy .,the candy was wanted by the champion .,champion,candy,wanted,wanted,"Prime sentence: a candidate is punched by a captain .
Use these words in one sentence: champion, candy, wanted
Sentence: the",-2.6923160552978516,-7.048762321472168,-4.356446266174316,active
180,role_labeled,active,a captain punches a candidate .,the champion wanted the candy .,the candy was wanted by the champion .,champion,candy,wanted,wanted,"Prime sentence: a captain punches a candidate .
Event roles: AGENT=champion; PATIENT=candy; VERB=wanted
Sentence: the",-4.421470642089844,-5.8344292640686035,-1.4129586219787598,active
180,role_labeled,passive,a candidate is punched by a captain .,the champion wanted the candy .,the candy was wanted by the champion .,champion,candy,wanted,wanted,"Prime sentence: a candidate is punched by a captain .
Event roles: AGENT=champion; PATIENT=candy; VERB=wanted
Sentence: the",-4.478877067565918,-5.256217956542969,-0.7773408889770508,active
181,word_list,active,the bishop protects the captain .,a mother caught a tea .,a tea was caught by a mother .,mother,tea,caught,caught,"Prime sentence: the bishop protects the captain .
Use these words in one sentence: mother, tea, caught
Sentence: the",-3.459549903869629,-5.961117744445801,-2.501567840576172,active
181,word_list,passive,the captain is protected by the bishop .,a mother caught a tea .,a tea was caught by a mother .,mother,tea,caught,caught,"Prime sentence: the captain is protected by the bishop .
Use these words in one sentence: mother, tea, caught
Sentence: the",-3.0434658527374268,-4.913626670837402,-1.8701608180999756,active
181,role_labeled,active,the bishop protects the captain .,a mother caught a tea .,a tea was caught by a mother .,mother,tea,caught,caught,"Prime sentence: the bishop protects the captain .
Event roles: AGENT=mother; PATIENT=tea; VERB=caught
Sentence: the",-3.691312313079834,-5.1523003578186035,-1.4609880447387695,active
181,role_labeled,passive,the captain is protected by the bishop .,a mother caught a tea .,a tea was caught by a mother .,mother,tea,caught,caught,"Prime sentence: the captain is protected by the bishop .
Event roles: AGENT=mother; PATIENT=tea; VERB=caught
Sentence: the",-3.10634183883667,-3.36154842376709,-0.2552065849304199,active
182,word_list,active,the secretary dragged the guitar .,a man leads an army .,an army is led by a man .,man,army,leads,led,"Prime sentence: the secretary dragged the guitar .
Use these words in one sentence: man, army, leads/led
Sentence: the",-3.240833044052124,-5.474656105041504,-2.23382306098938,active
182,word_list,passive,the guitar was dragged by the secretary .,a man leads an army .,an army is led by a man .,man,army,leads,led,"Prime sentence: the guitar was dragged by the secretary .
Use these words in one sentence: man, army, leads/led
Sentence: the",-3.2714431285858154,-4.788183212280273,-1.516740083694458,active
182,role_labeled,active,the secretary dragged the guitar .,a man leads an army .,an army is led by a man .,man,army,leads,led,"Prime sentence: the secretary dragged the guitar .
Event roles: AGENT=man; PATIENT=army; VERB=leads/led
Sentence: the",-3.849569082260132,-5.647669792175293,-1.7981007099151611,active
182,role_labeled,passive,the guitar was dragged by the secretary .,a man leads an army .,an army is led by a man .,man,army,leads,led,"Prime sentence: the guitar was dragged by the secretary .
Event roles: AGENT=man; PATIENT=army; VERB=leads/led
Sentence: the",-3.9986870288848877,-5.126133918762207,-1.1274468898773193,active
183,word_list,active,the mother forgets the pie .,a son caught a writer .,a writer was caught by a son .,son,writer,caught,caught,"Prime sentence: the mother forgets the pie .
Use these words in one sentence: son, writer, caught
Sentence: the",-3.059156894683838,-5.126827239990234,-2.0676703453063965,active
183,word_list,passive,the pie is forgotten by the mother .,a son caught a writer .,a writer was caught by a son .,son,writer,caught,caught,"Prime sentence: the pie is forgotten by the mother .
Use these words in one sentence: son, writer, caught
Sentence: the",-3.8189454078674316,-5.234996795654297,-1.4160513877868652,active
183,role_labeled,active,the mother forgets the pie .,a son caught a writer .,a writer was caught by a son .,son,writer,caught,caught,"Prime sentence: the mother forgets the pie .
Event roles: AGENT=son; PATIENT=writer; VERB=caught
Sentence: the",-3.4086999893188477,-5.627424716949463,-2.2187247276306152,active
183,role_labeled,passive,the pie is forgotten by the mother .,a son caught a writer .,a writer was caught by a son .,son,writer,caught,caught,"Prime sentence: the pie is forgotten by the mother .
Event roles: AGENT=son; PATIENT=writer; VERB=caught
Sentence: the",-4.271151065826416,-5.852756023406982,-1.5816049575805664,active
184,word_list,active,an uncle kissed a reader .,the singer smells the cheese .,the cheese is smelled by the singer .,singer,cheese,smells,smelled,"Prime sentence: an uncle kissed a reader .
Use these words in one sentence: singer, cheese, smells/smelled
Sentence: the",-5.464125633239746,-4.524342060089111,0.9397835731506348,passive
184,word_list,passive,a reader was kissed by an uncle .,the singer smells the cheese .,the cheese is smelled by the singer .,singer,cheese,smells,smelled,"Prime sentence: a reader was kissed by an uncle .
Use these words in one sentence: singer, cheese, smells/smelled
Sentence: the",-5.362783908843994,-4.951321601867676,0.41146230697631836,passive
184,role_labeled,active,an uncle kissed a reader .,the singer smells the cheese .,the cheese is smelled by the singer .,singer,cheese,smells,smelled,"Prime sentence: an uncle kissed a reader .
Event roles: AGENT=singer; PATIENT=cheese; VERB=smells/smelled
Sentence: the",-7.192257881164551,-5.727137565612793,1.4651203155517578,passive
184,role_labeled,passive,a reader was kissed by an uncle .,the singer smells the cheese .,the cheese is smelled by the singer .,singer,cheese,smells,smelled,"Prime sentence: a reader was kissed by an uncle .
Event roles: AGENT=singer; PATIENT=cheese; VERB=smells/smelled
Sentence: the",-6.759520530700684,-5.778708457946777,0.9808120727539062,passive
185,word_list,active,an employee forgets a beer .,the cousin followed the administration .,the administration was followed by the cousin .,cousin,administration,followed,followed,"Prime sentence: an employee forgets a beer .
Use these words in one sentence: cousin, administration, followed
Sentence: the",-4.0849714279174805,-5.430229187011719,-1.3452577590942383,active
185,word_list,passive,a beer is forgotten by an employee .,the cousin followed the administration .,the administration was followed by the cousin .,cousin,administration,followed,followed,"Prime sentence: a beer is forgotten by an employee .
Use these words in one sentence: cousin, administration, followed
Sentence: the",-4.678253173828125,-6.078006744384766,-1.3997535705566406,active
185,role_labeled,active,an employee forgets a beer .,the cousin followed the administration .,the administration was followed by the cousin .,cousin,administration,followed,followed,"Prime sentence: an employee forgets a beer .
Event roles: AGENT=cousin; PATIENT=administration; VERB=followed
Sentence: the",-8.330416679382324,-8.009218215942383,0.3211984634399414,passive
185,role_labeled,passive,a beer is forgotten by an employee .,the cousin followed the administration .,the administration was followed by the cousin .,cousin,administration,followed,followed,"Prime sentence: a beer is forgotten by an employee .
Event roles: AGENT=cousin; PATIENT=administration; VERB=followed
Sentence: the",-8.608001708984375,-8.282066345214844,0.32593536376953125,passive
186,word_list,active,the friend followed the attorney .,an employer prepares a chocolate .,a chocolate is prepared by an employer .,employer,chocolate,prepares,prepared,"Prime sentence: the friend followed the attorney .
Use these words in one sentence: employer, chocolate, prepares/prepared
Sentence: the",-3.5687813758850098,-5.840260028839111,-2.2714786529541016,active
186,word_list,passive,the attorney was followed by the friend .,an employer prepares a chocolate .,a chocolate is prepared by an employer .,employer,chocolate,prepares,prepared,"Prime sentence: the attorney was followed by the friend .
Use these words in one sentence: employer, chocolate, prepares/prepared
Sentence: the",-3.007434129714966,-5.608838081359863,-2.6014039516448975,active
186,role_labeled,active,the friend followed the attorney .,an employer prepares a chocolate .,a chocolate is prepared by an employer .,employer,chocolate,prepares,prepared,"Prime sentence: the friend followed the attorney .
Event roles: AGENT=employer; PATIENT=chocolate; VERB=prepares/prepared
Sentence: the",-5.093663215637207,-3.5894017219543457,1.5042614936828613,passive
186,role_labeled,passive,the attorney was followed by the friend .,an employer prepares a chocolate .,a chocolate is prepared by an employer .,employer,chocolate,prepares,prepared,"Prime sentence: the attorney was followed by the friend .
Event roles: AGENT=employer; PATIENT=chocolate; VERB=prepares/prepared
Sentence: the",-4.3829264640808105,-3.458423137664795,0.9245033264160156,passive
187,word_list,active,the captain discovered the salad .,a company helps an employee .,an employee is helped by a company .,company,employee,helps,helped,"Prime sentence: the captain discovered the salad .
Use these words in one sentence: company, employee, helps/helped
Sentence: the",-1.9952709674835205,-5.333520889282227,-3.338249921798706,active
187,word_list,passive,the salad was discovered by the captain .,a company helps an employee .,an employee is helped by a company .,company,employee,helps,helped,"Prime sentence: the salad was discovered by the captain .
Use these words in one sentence: company, employee, helps/helped
Sentence: the",-2.370129108428955,-5.1853861808776855,-2.8152570724487305,active
187,role_labeled,active,the captain discovered the salad .,a company helps an employee .,an employee is helped by a company .,company,employee,helps,helped,"Prime sentence: the captain discovered the salad .
Event roles: AGENT=company; PATIENT=employee; VERB=helps/helped
Sentence: the",-3.2027926445007324,-4.302989482879639,-1.1001968383789062,active
187,role_labeled,passive,the salad was discovered by the captain .,a company helps an employee .,an employee is helped by a company .,company,employee,helps,helped,"Prime sentence: the salad was discovered by the captain .
Event roles: AGENT=company; PATIENT=employee; VERB=helps/helped
Sentence: the",-3.755660057067871,-4.594315528869629,-0.8386554718017578,active
188,word_list,active,a man tastes a cheese .,the prince followed the king .,the king was followed by the prince .,prince,king,followed,followed,"Prime sentence: a man tastes a cheese .
Use these words in one sentence: prince, king, followed
Sentence: the",-3.0735843181610107,-2.2684290409088135,0.8051552772521973,passive
188,word_list,passive,a cheese is tasted by a man .,the prince followed the king .,the king was followed by the prince .,prince,king,followed,followed,"Prime sentence: a cheese is tasted by a man .
Use these words in one sentence: prince, king, followed
Sentence: the",-3.0013346672058105,-2.253591537475586,0.7477431297302246,passive
188,role_labeled,active,a man tastes a cheese .,the prince followed the king .,the king was followed by the prince .,prince,king,followed,followed,"Prime sentence: a man tastes a cheese .
Event roles: AGENT=prince; PATIENT=king; VERB=followed
Sentence: the",-4.803016662597656,-2.1036410331726074,2.699375629425049,passive
188,role_labeled,passive,a cheese is tasted by a man .,the prince followed the king .,the king was followed by the prince .,prince,king,followed,followed,"Prime sentence: a cheese is tasted by a man .
Event roles: AGENT=prince; PATIENT=king; VERB=followed
Sentence: the",-4.85592794418335,-1.9988707304000854,2.857057213783264,passive
189,word_list,active,a guy hurts a leader .,the brother ate the meal .,the meal was eaten by the brother .,brother,meal,ate,eaten,"Prime sentence: a guy hurts a leader .
Use these words in one sentence: brother, meal, ate/eaten
Sentence: the",-3.8172056674957275,-6.065649032592773,-2.248443365097046,active
189,word_list,passive,a leader is hurt by a guy .,the brother ate the meal .,the meal was eaten by the brother .,brother,meal,ate,eaten,"Prime sentence: a leader is hurt by a guy .
Use these words in one sentence: brother, meal, ate/eaten
Sentence: the",-4.4194793701171875,-5.622644424438477,-1.203165054321289,active
