item_index,prompt_column,prime_condition,target_active,target_passive,greedy_answer_first_sentence,greedy_answer_first_sentence_normalized,generation_class_detailed,generation_structure_reason,argument_structure_inferred,role_frame_inferred,argument_inference_note,generation_class_strict,generation_class_lax,needs_review_strict,needs_review_lax,prompt,greedy_completion_raw,generation_class_strict_auto,generation_class_lax_auto,generation_class_strict_core_transfer,generation_class_lax_core_transfer,core_transfer_source_strict,core_transfer_source_lax
1913,prompt_no_demo,no_demo,a writer drags an actor .,an actor is dragged by a writer .,The writer was involved in the dragging event .,the writer was involved in the dragging event .,copular_participial,be_participial_no_by,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a dragging event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""The"," writer was involved in the dragging event.""

Bridget asked, ""What was the writer doing?""
Mary answered, """,other,other,other,other,exact_signature,exact_signature
1915,prompt_no_demo,no_demo,a princess selects a professor .,a professor is selected by a princess .,"The princess was selected to be a princess, and the professor was selected to be a professor .","the princess was selected to be a princess, and the professor was selected to be a professor .",active_target_ditransitive_like,target_active_structural_to_for,passive_like,patient>(agent),passive_pattern_detected,other,active,True,False,"There was a selecting event involving a princess and a professor.
The one who did it was a princess.
The one it happened to was a professor.

Bridget asked, ""What happened?""
Mary answered, ""The"," princess was selected to be a princess, and the professor was selected to be a professor.""

Bridget asked, """,other,active,other,active,exact_signature,exact_signature
1915,prompt_filler,filler,a princess selects a professor .,a professor is selected by a princess .,The princess was crowned professor .,the princess was crowned professor .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The plinter drossed in marven.""

There was a selecting event involving a princess and a professor.
The one who did it was a princess.
The one it happened to was a professor.

Bridget asked, ""What happened?""
Mary answered, ""The"," princess was crowned professor.""

Bridget asked, ""What happened?""
Mary answered, ""The professor was crowned princess.""

",other,passive,other,passive,exact_signature,exact_signature
1916,prompt_no_demo,no_demo,a sheriff judges a singer .,a singer is judged by a sheriff .,The sheriff was singing and the singer was judging .,the sheriff was singing and the singer was judging .,active_progressive_intransitive,be_ing_no_object,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a judging event involving a sheriff and a singer.
The one who did it was a sheriff.
The one it happened to was a singer.

Bridget asked, ""What happened?""
Mary answered, ""The"," sheriff was singing and the singer was judging.""

Bridget asked, ""What was the singer doing?""
Mary answered,",other,other,other,other,exact_signature,exact_signature
1917,prompt_filler,filler,a hero carries a husband .,a husband is carried by a hero .,The vornel stonned during nalven .,the vornel stonned during nalven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vornel stonned during nalven.""

There was a carrying event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The"," vornel stonned during nalven.""

The vornel was a hero.
The vornel ston",other,other,other,other,exact_signature,exact_signature
1918,prompt_no_demo,no_demo,a partner asks a physician .,a physician is asked by a partner .,The one who did it was a partner .,the one who did it was a partner .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a asking event involving a partner and a physician.
The one who did it was a partner.
The one it happened to was a physician.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a partner.""
Bridget asked, ""What happened to the one who did it?""
Mary",other,other,other,other,exact_signature,exact_signature
1918,prompt_filler,filler,a partner asks a physician .,a physician is asked by a partner .,The partner did it to the physician .,the partner did it to the physician .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The frindle glemmed in yorsen.""

There was a asking event involving a partner and a physician.
The one who did it was a partner.
The one it happened to was a physician.

Bridget asked, ""What happened?""
Mary answered, ""The"," partner did it to the physician.""

The partner was a doctor.
The physician was a man.
The partner was a woman",other,other,other,active,exact_signature,exact_signature
1919,prompt_no_demo,no_demo,an actress comforts an adult .,an adult is comforted by an actress .,The actress was in a movie and she was in a car accident .,the actress was in a movie and she was in a car accident .,copular_prepositional,be_prepositional_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a comforting event involving an actress and an adult.
The one who did it was an actress.
The one it happened to was an adult.

Bridget asked, ""What happened?""
Mary answered, ""The", actress was in a movie and she was in a car accident. She was in a car with an adult and they were,other,other,other,other,exact_signature,exact_signature
1921,prompt_filler,filler,an employer kills a father .,a father is killed by an employer .,"The one who did it was an employer, and the one it happened to was a father .","the one who did it was an employer, and the one it happened to was a father .",other_coordinate_multiclause,coordination_with_punctuation,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The trassel fented beside murven.""

There was a killing event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was an employer, and the one it happened to was a father.""

Bridget asked, """,other,other,other,other,exact_signature,exact_signature
1922,prompt_no_demo,no_demo,a boy judges a brother .,a brother is judged by a boy .,The boy did it .,the boy did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a judging event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy did it.""
Bridget asked, ""Who did it?""
Mary answered, ""The boy.""
Bridget",other,other,other,active,exact_signature,exact_signature
1922,prompt_filler,filler,a boy judges a brother .,a brother is judged by a boy .,The boy won .,the boy won .,active_intransitive,finite_verb_no_complement,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krelbin staved on dralfin.""

There was a judging event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy won.""

The boy was a boy.
The brother was a brother.

The boy did it.
The brother was it",other,other,other,other,exact_signature,exact_signature
1923,prompt_active,active,a minister follows a mother .,a mother is followed by a minister .,The minister ministered to the mother .,the minister ministered to the mother .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a skopemkuleding event involving a vratorrud and a vravaknef.
The one who did it was a vratorrud.
The one it happened to was a vravaknef.

Bridget asked, ""What happened?""
Mary answered, ""A vratorrud skopemkuled a vravaknef.""

There was a following event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"," minister ministered to the mother.""

There was a following event involving a minister and a mother.
The one who did it",other,other,other,other,exact_signature,exact_signature
1923,prompt_no_demo,no_demo,a minister follows a mother .,a mother is followed by a minister .,The minister did it .,the minister did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a following event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"," minister did it.""
Bridget asked, ""What did the minister do?""
Mary answered, ""He gave me a",other,other,other,active,exact_signature,exact_signature
1923,prompt_filler,filler,a minister follows a mother .,a mother is followed by a minister .,The minister was stung by a bee .,the minister was stung by a bee .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prindle rasped during forven.""

There was a following event involving a minister and a mother.
The one who did it was a minister.
The one it happened to was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"," minister was stung by a bee.""

Bridget asked, ""What happened?""
Mary answered, ""The minister was",other,other,other,active,exact_signature,exact_signature
1927,prompt_filler,filler,a guy punches a hero .,a hero is punched by a guy .,The tharner plested after zolven .,the tharner plested after zolven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tharner plested after zolven.""

There was a punching event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The"," tharner plested after zolven.""

The tharner is a puncher.
The zolven is",other,other,other,other,exact_signature,exact_signature
1929,prompt_no_demo,no_demo,a winner judges a woman .,a woman is judged by a winner .,The winner was a woman .,the winner was a woman .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a judging event involving a winner and a woman.
The one who did it was a winner.
The one it happened to was a woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," winner was a woman.""
Bridget asked, ""What was the winner's name?""
Mary answered, ""I don",other,other,other,other,exact_signature,exact_signature
1929,prompt_filler,filler,a winner judges a woman .,a woman is judged by a winner .,The winner was a woman .,the winner was a woman .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The glarnet shummed above torven.""

There was a judging event involving a winner and a woman.
The one who did it was a winner.
The one it happened to was a woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," winner was a woman.""

The judge was a man.
The judge was not a winner.
The judge was not a woman",other,other,other,other,exact_signature,exact_signature
1930,prompt_no_demo,no_demo,a boy embraces a brother .,a brother is embraced by a boy .,The boy did it .,the boy did it .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a embracing event involving a boy and a brother.
The one who did it was a boy.
The one it happened to was a brother.

Bridget asked, ""What happened?""
Mary answered, ""The"," boy did it. He was the one who did it.""

Bridget asked, ""What did he do?""
Mary",other,other,other,active,exact_signature,exact_signature
1931,prompt_no_demo,no_demo,a doctor describes an employee .,an employee is described by a doctor .,The doctor was describing the employee to me .,the doctor was describing the employee to me .,active_target_ditransitive_like,target_active_structural_to_for,active_ditransitive_prepositional,agent>theme>recipient,direct_object_plus_to_for_recipient,other,active,True,False,"There was a describing event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor was describing the employee to me.""

Bridget asked, ""What did the doctor say?""
Mary answered, """,other,active,other,active,exact_signature,exact_signature
1932,prompt_active,active,an employee forgives an employer .,an employer is forgiven by an employee .,The employee forgave the employer .,the employee forgave the employer .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"There was a vrerukgoreding event involving a bripimdil and a smezemlom.
The one who did it was a bripimdil.
The one it happened to was a smezemlom.

Bridget asked, ""What happened?""
Mary answered, ""A bripimdil vrerukgored a smezemlom.""

There was a forgiving event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee forgave the employer.""

There was a forgiving event involving a teacher and a student.
The one who did it was",other,other,other,active,exact_signature,exact_signature
1932,prompt_passive,passive,an employee forgives an employer .,an employer is forgiven by an employee .,The employer was forgivd by the employee .,the employer was forgivd by the employee .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a vrerukgoreding event involving a bripimdil and a smezemlom.
The one who did it was a bripimdil.
The one it happened to was a smezemlom.

Bridget asked, ""What happened?""
Mary answered, ""A smezemlom was vrerukgored by a bripimdil.""

There was a forgiving event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employer was forgivd by the employee.""

The wordplay is in the use of the words ""forgiving"", """,other,other,other,active,exact_signature,exact_signature
1932,prompt_no_demo,no_demo,an employee forgives an employer .,an employer is forgiven by an employee .,The employee was forgiven .,the employee was forgiven .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a forgiving event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was forgiven.""

Bridget asked, ""Who did it?""
Mary answered, ""The employer.""

Bridget",other,passive,other,passive,exact_signature,exact_signature
1932,prompt_filler,filler,an employee forgives an employer .,an employer is forgiven by an employee .,The employee forgave the employer .,the employee forgave the employer .,other_unclassified,fallback_unclassified,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The claven morged through selven.""

There was a forgiving event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee forgave the employer.""

The employee forgave the employer.
The employer forgave the employee.
The employee was forgiven",other,other,other,active,exact_signature,exact_signature
1934,prompt_no_demo,no_demo,an uncle strikes a wife .,a wife is struck by an uncle .,The uncle did it to the wife .,the uncle did it to the wife .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"There was a striking event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"," uncle did it to the wife.""

Bridget asked, ""Who did it?""
Mary answered, ""The uncle.""

",other,other,other,active,exact_signature,exact_signature
1934,prompt_filler,filler,an uncle strikes a wife .,a wife is struck by an uncle .,The uncle did it to the wife .,the uncle did it to the wife .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The snorbel gredded after folven.""

There was a striking event involving an uncle and a wife.
The one who did it was an uncle.
The one it happened to was a wife.

Bridget asked, ""What happened?""
Mary answered, ""The"," uncle did it to the wife.""

The uncle was a snorbel.
The wife was a gredd.
The wife",other,other,other,active,exact_signature,exact_signature
1936,prompt_no_demo,no_demo,a winner discovers a woman .,a woman is discovered by a winner .,The winner discovered something .,the winner discovered something .,active_other,finite_verb_noncanonical_complement,active_monotransitive_theme,agent>theme,object_inferred_as_theme,other,active,True,False,"There was a discovering event involving a winner and a woman.
The one who did it was a winner.
The one it happened to was a woman.

Bridget asked, ""What happened?""
Mary answered, ""The"," winner discovered something.""

Bridget asked, ""What did the winner discover?""
Mary answered, ""The winner discovered a",other,active,other,active,exact_signature,exact_signature
1937,prompt_filler,filler,a parent catches a partner .,a partner is caught by a parent .,The nasker plodded near hulven .,the nasker plodded near hulven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nasker plodded near hulven.""

There was a catching event involving a parent and a partner.
The one who did it was a parent.
The one it happened to was a partner.

Bridget asked, ""What happened?""
Mary answered, ""The"," nasker plodded near hulven.""

The nasker is a male.
The hulven is",other,other,other,other,exact_signature,exact_signature
1938,prompt_filler,filler,a manager discovers a mayor .,a mayor is discovered by a manager .,The manager was fired .,the manager was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drimlet vorked before talven.""

There was a discovering event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"," manager was fired.""

The manager was fired.
The mayor was not fired.

Bridget asked, ""What happened?""
",other,passive,other,passive,exact_signature,exact_signature
1941,prompt_filler,filler,a father punches a friend .,a friend is punched by a father .,The vornel stonned during nalven .,the vornel stonned during nalven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vornel stonned during nalven.""

There was a punching event involving a father and a friend.
The one who did it was a father.
The one it happened to was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The"," vornel stonned during nalven.""

The vornel is a punch.
The stonned is a",other,other,other,other,exact_signature,exact_signature
1942,prompt_no_demo,no_demo,a man hurries a manager .,a manager is hurried by a man .,The man was fired .,the man was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a hurrying event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," man was fired.""

Bridget asked, ""Why was he fired?""
Mary replied, ""He was caught stealing from",other,passive,other,passive,exact_signature,exact_signature
1942,prompt_filler,filler,a man hurries a manager .,a manager is hurried by a man .,The man did it to the manager .,the man did it to the manager .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The frindle glemmed in yorsen.""

There was a hurrying event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"," man did it to the manager.""

The man was a manager.
The manager was a man.
The manager did it.
",other,other,other,active,exact_signature,exact_signature
1943,prompt_no_demo,no_demo,a colonel asks a cop .,a cop is asked by a colonel .,"The colonel was involved in the asking event, and the cop was involved in the event that happened to him .","the colonel was involved in the asking event, and the cop was involved in the event that happened to him .",active_target_ditransitive_like,target_active_structural_to_for,copular_like,theme>predicate,copular_pattern_detected,other,active,True,False,"There was a asking event involving a colonel and a cop.
The one who did it was a colonel.
The one it happened to was a cop.

Bridget asked, ""What happened?""
Mary answered, ""The"," colonel was involved in the asking event, and the cop was involved in the event that happened to him.""

Brid",other,active,other,active,exact_signature,exact_signature
1944,prompt_passive,passive,a priest hurries a prince .,a prince is hurried by a priest .,The prince was hurrying because the priest was hurrying .,the prince was hurrying because the priest was hurrying .,active_progressive_intransitive,be_ing_no_object,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"There was a skopemkuling event involving a brikudtas and a vretortas.
The one who did it was a brikudtas.
The one it happened to was a vretortas.

Bridget asked, ""What happened?""
Mary answered, ""A vretortas is skopemkuled by a brikudtas.""

There was a hurrying event involving a priest and a prince.
The one who did it was a priest.
The one it happened to was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The"," prince was hurrying because the priest was hurrying.""

There was a skopemkuling event involving a brik",other,other,other,other,exact_signature,exact_signature
1944,prompt_no_demo,no_demo,a priest hurries a prince .,a prince is hurried by a priest .,The priest was accused of a crime and was put on trial .,the priest was accused of a crime and was put on trial .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a hurrying event involving a priest and a prince.
The one who did it was a priest.
The one it happened to was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The"," priest was accused of a crime and was put on trial. The prince was the one who accused him.""

Bridget",other,passive,other,passive,exact_signature,exact_signature
1944,prompt_filler,filler,a priest hurries a prince .,a prince is hurried by a priest .,The noster glimmed near varset .,the noster glimmed near varset .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The noster glimmed near varset.""

There was a hurrying event involving a priest and a prince.
The one who did it was a priest.
The one it happened to was a prince.

Bridget asked, ""What happened?""
Mary answered, ""The"," noster glimmed near varset.""

The priest was the one who did it.
The prince was the one it",other,other,other,other,exact_signature,exact_signature
1950,prompt_no_demo,no_demo,a son comforts a student .,a student is comforted by a son .,The son of a friend of mine was involved in a car accident .,the son of a friend of mine was involved in a car accident .,copular_participial,be_participial_no_by,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a comforting event involving a son and a student.
The one who did it was a son.
The one it happened to was a student.

Bridget asked, ""What happened?""
Mary answered, ""The", son of a friend of mine was involved in a car accident. He was driving a car and was involved in a car,other,other,other,other,exact_signature,exact_signature
1950,prompt_filler,filler,a son comforts a student .,a student is comforted by a son .,The son did it to the student .,the son did it to the student .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The krimble flened before narven.""

There was a comforting event involving a son and a student.
The one who did it was a son.
The one it happened to was a student.

Bridget asked, ""What happened?""
Mary answered, ""The"," son did it to the student.""

The son was a student.
The student was a son.

Bridget asked,",other,other,other,active,exact_signature,exact_signature
1953,prompt_no_demo,no_demo,a candidate selects a captain .,a captain is selected by a candidate .,The captain was selected .,the captain was selected .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a selecting event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"," captain was selected.""

Bridget asked, ""Who selected the captain?""
Mary answered, ""The candidate did.""

B",other,passive,other,passive,exact_signature,exact_signature
1954,prompt_no_demo,no_demo,a cop helps a cousin .,a cousin is helped by a cop .,The one who did it was a cop .,the one who did it was a cop .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a helping event involving a cop and a cousin.
The one who did it was a cop.
The one it happened to was a cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a cop.""
Bridget asked, ""What happened to the one it happened to?""
Mary",other,other,other,other,exact_signature,exact_signature
1959,prompt_no_demo,no_demo,a princess judges a professor .,a professor is judged by a princess .,"The princess was a judge, and the professor was the one who was judged .","the princess was a judge, and the professor was the one who was judged .",other_coordinate_multiclause,coordination_with_punctuation,passive_like,patient>(agent),passive_pattern_detected,other,other,True,True,"There was a judging event involving a princess and a professor.
The one who did it was a princess.
The one it happened to was a professor.

Bridget asked, ""What happened?""
Mary answered, ""The"," princess was a judge, and the professor was the one who was judged.""

Bridget asked, ""What was the",other,other,other,other,exact_signature,exact_signature
1959,prompt_filler,filler,a princess judges a professor .,a professor is judged by a princess .,The professor was staved .,the professor was staved .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The prantel staved behind nulven.""

There was a judging event involving a princess and a professor.
The one who did it was a princess.
The one it happened to was a professor.

Bridget asked, ""What happened?""
Mary answered, ""The"," professor was staved.""

Bridget asked, ""What happened?""
Mary answered, ""The princess was staved.""

",other,passive,other,passive,exact_signature,exact_signature
1960,prompt_no_demo,no_demo,a daughter strikes a doctor .,a doctor is struck by a daughter .,The doctor was a daughter .,the doctor was a daughter .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a striking event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor was a daughter.""

Bridget asked, ""What happened to the doctor?""
Mary answered, ""The doctor was",other,other,other,other,exact_signature,exact_signature
1960,prompt_filler,filler,a daughter strikes a doctor .,a doctor is struck by a daughter .,The doctor was stung by a bee .,the doctor was stung by a bee .,other_prepositional_misc,prepositional_without_confident_parse,unknown,unknown,verb_not_confident,other,active,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The glimmer farned in jasken.""

There was a striking event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The"," doctor was stung by a bee.""

Bridget asked, ""What happened?""
Mary answered, ""The doctor was",other,other,other,active,exact_signature,exact_signature
1962,prompt_no_demo,no_demo,a partner washes a physician .,a physician is washed by a partner .,The one who did it was a partner .,the one who did it was a partner .,other_relative_identity_clause,one_who_did_it_pattern,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a washing event involving a partner and a physician.
The one who did it was a partner.
The one it happened to was a physician.

Bridget asked, ""What happened?""
Mary answered, ""The"," one who did it was a partner.""
Bridget asked, ""What happened to the one who did it?""
Mary",other,other,other,other,exact_signature,exact_signature
1962,prompt_filler,filler,a partner washes a physician .,a physician is washed by a partner .,The drimlet vorked before talven .,the drimlet vorked before talven .,active_intransitive_prepositional,finite_verb_prepositional,active_nonobject,single_core_argument(+oblique),no_direct_object_detected,other,other,True,True,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The drimlet vorked before talven.""

There was a washing event involving a partner and a physician.
The one who did it was a partner.
The one it happened to was a physician.

Bridget asked, ""What happened?""
Mary answered, ""The"," drimlet vorked before talven.""

The washing event was a washing of a partner.
The one who did",other,other,other,other,exact_signature,exact_signature
1963,prompt_no_demo,no_demo,an employer describes a father .,a father is described by an employer .,The father was fired from his job .,the father was fired from his job .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a describing event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," father was fired from his job.""

Bridget asked, ""Why was he fired?""
Mary answered, ""He was",other,passive,other,passive,exact_signature,exact_signature
1963,prompt_filler,filler,an employer describes a father .,a father is described by an employer .,The employer was fired .,the employer was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The plinter drossed in marven.""

There was a describing event involving an employer and a father.
The one who did it was an employer.
The one it happened to was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"," employer was fired.""

There was a describing event involving a father and a son.
The one who did it was a father",other,passive,other,passive,exact_signature,exact_signature
1964,prompt_no_demo,no_demo,a girl surprises a guest .,a guest is surprised by a girl .,The girl who was a guest was the one who did it .,the girl who was a guest was the one who did it .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a surprising event involving a girl and a guest.
The one who did it was a girl.
The one it happened to was a guest.

Bridget asked, ""What happened?""
Mary answered, ""The"," girl who was a guest was the one who did it.""

Bridget asked, ""Who was the girl?""
Mary",other,other,other,other,exact_signature,exact_signature
1967,prompt_no_demo,no_demo,a mother bothers a nurse .,a nurse is bothered by a mother .,The nurse was a mother to me .,the nurse was a mother to me .,copular_nominal,be_det_nominal_predicate,copular_like,theme>predicate,copular_pattern_detected,other,other,True,True,"There was a bothering event involving a mother and a nurse.
The one who did it was a mother.
The one it happened to was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," nurse was a mother to me.""

Bridget asked, ""What happened?""
Mary answered, ""The mother was a",other,other,other,other,exact_signature,exact_signature
1967,prompt_filler,filler,a mother bothers a nurse .,a nurse is bothered by a mother .,The nurse was hurt .,the nurse was hurt .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The trasket draved on molven.""

There was a bothering event involving a mother and a nurse.
The one who did it was a mother.
The one it happened to was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"," nurse was hurt.""

Bridget asked, ""What happened?""
Mary answered, ""The nurse was hurt.""

Brid",other,passive,other,passive,exact_signature,exact_signature
1968,prompt_no_demo,no_demo,an employee strikes an employer .,an employer is struck by an employee .,The employee was fired .,the employee was fired .,passive_short,be_participle_no_by,passive_like,patient>(agent),passive_pattern_detected,other,passive,True,False,"There was a striking event involving an employee and an employer.
The one who did it was an employee.
The one it happened to was an employer.

Bridget asked, ""What happened?""
Mary answered, ""The"," employee was fired.""

Bridget asked, ""Why was the employee fired?""
Mary replied, ""The employee was fired",other,passive,other,passive,exact_signature,exact_signature
