item_id,item_index,complexity_condition,source_label,target_cell,prime_cell,prime_active,prime_passive,target_active_simple,target_passive_simple,target_active_complex,target_passive_complex,agent_modifier_noun,patient_modifier_noun,agent_modifier_prep,patient_modifier_prep,prime_active_det_family,target_active_det_family,prime_passive_aux,target_passive_aux,prime_active_verb_or_fragment,target_active_verb_or_fragment,target_agent,target_patient
exp4_jabberwocky_1742_both_complex,1742,both_complex,jabberwocky,indef_past,def_present,the pav s the pel .,the pel is ed by the pav .,a pil ed a por .,a por was ed by a pil .,a pil above a nom ed a por near a nud .,a por near a nud was ed by a pil above a nom .,nom,nud,above,near,def,indef,is,was,s,ed,pil,por
exp4_jabberwocky_1743_agent_complex,1743,agent_complex,jabberwocky,indef_present,def_past,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,a por near a dil s a rav .,a rav is ed by a por near a dil .,dil,,near,,def,indef,was,is,ed,s,por,rav
exp4_jabberwocky_1743_patient_complex,1743,patient_complex,jabberwocky,indef_present,def_past,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,a por s a rav above a lav .,a rav above a lav is ed by a por .,,lav,,above,def,indef,was,is,ed,s,por,rav
exp4_jabberwocky_1743_both_complex,1743,both_complex,jabberwocky,indef_present,def_past,the pel ed the pil .,the pil was ed by the pel .,a por s a rav .,a rav is ed by a por .,a por with a rom s a rav from a sav .,a rav from a sav is ed by a por with a rom .,rom,sav,with,from,def,indef,was,is,ed,s,por,rav
exp4_jabberwocky_1744_agent_complex,1744,agent_complex,jabberwocky,def_past,indef_present,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,the rav above the fav ed the rom .,the rom was ed by the rav above the fav .,fav,,above,,indef,def,is,was,s,ed,rav,rom
exp4_jabberwocky_1744_patient_complex,1744,patient_complex,jabberwocky,def_past,indef_present,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,the rav ed the rom with the nud .,the rom with the nud was ed by the rav .,,nud,,with,indef,def,is,was,s,ed,rav,rom
exp4_jabberwocky_1744_both_complex,1744,both_complex,jabberwocky,def_past,indef_present,a pil s a por .,a por is ed by a pil .,the rav ed the rom .,the rom was ed by the rav .,the rav from the tul ed the rom with the vel .,the rom with the vel was ed by the rav from the tul .,tul,vel,from,with,indef,def,is,was,s,ed,rav,rom
exp4_jabberwocky_1745_agent_complex,1745,agent_complex,jabberwocky,def_present,indef_past,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,the rom with the lil s the sav .,the sav is ed by the rom with the lil .,lil,,with,,indef,def,was,is,ed,s,rom,sav
exp4_jabberwocky_1745_patient_complex,1745,patient_complex,jabberwocky,def_present,indef_past,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,the rom s the sav from the som .,the sav from the som is ed by the rom .,,som,,from,indef,def,was,is,ed,s,rom,sav
exp4_jabberwocky_1745_both_complex,1745,both_complex,jabberwocky,def_present,indef_past,a por ed a rav .,a rav was ed by a por .,the rom s the sav .,the sav is ed by the rom .,the rom in the dil s the sav on the dru .,the sav on the dru is ed by the rom in the dil .,dil,dru,in,on,indef,def,was,is,ed,s,rom,sav
exp4_jabberwocky_1746_agent_complex,1746,agent_complex,jabberwocky,indef_past,def_present,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,a sav from a pav ed a som .,a som was ed by a sav from a pav .,pav,,from,,def,indef,is,was,s,ed,sav,som
exp4_jabberwocky_1746_patient_complex,1746,patient_complex,jabberwocky,indef_past,def_present,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,a sav ed a som in a vel .,a som in a vel was ed by a sav .,,vel,,in,def,indef,is,was,s,ed,sav,som
exp4_jabberwocky_1746_both_complex,1746,both_complex,jabberwocky,indef_past,def_present,the rav s the rom .,the rom is ed by the rav .,a sav ed a som .,a som was ed by a sav .,a sav on a fav ed a som in a fel .,a som in a fel was ed by a sav on a fav .,fav,fel,on,in,def,indef,is,was,s,ed,sav,som
exp4_jabberwocky_1747_agent_complex,1747,agent_complex,jabberwocky,indef_present,def_past,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,a som in a sul s a sor .,a sor is ed by a som in a sul .,sul,,in,,def,indef,was,is,ed,s,som,sor
exp4_jabberwocky_1747_patient_complex,1747,patient_complex,jabberwocky,indef_present,def_past,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,a som s a sor on a dru .,a sor on a dru is ed by a som .,,dru,,on,def,indef,was,is,ed,s,som,sor
exp4_jabberwocky_1747_both_complex,1747,both_complex,jabberwocky,indef_present,def_past,the rom ed the sav .,the sav was ed by the rom .,a som s a sor .,a sor is ed by a som .,a som below a lil s a sor near a mol .,a sor near a mol is ed by a som below a lil .,lil,mol,below,near,def,indef,was,is,ed,s,som,sor
exp4_jabberwocky_1748_agent_complex,1748,agent_complex,jabberwocky,def_past,indef_present,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,the sor on the vil ed the sul .,the sul was ed by the sor on the vil .,vil,,on,,indef,def,is,was,s,ed,sor,sul
exp4_jabberwocky_1748_patient_complex,1748,patient_complex,jabberwocky,def_past,indef_present,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,the sor ed the sul below the fel .,the sul below the fel was ed by the sor .,,fel,,below,indef,def,is,was,s,ed,sor,sul
exp4_jabberwocky_1748_both_complex,1748,both_complex,jabberwocky,def_past,indef_present,a sav s a som .,a som is ed by a sav .,the sor ed the sul .,the sul was ed by the sor .,the sor near the pav ed the sul above the pel .,the sul above the pel was ed by the sor near the pav .,pav,pel,near,above,indef,def,is,was,s,ed,sor,sul
exp4_jabberwocky_1749_agent_complex,1749,agent_complex,jabberwocky,def_present,indef_past,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,the sul below the gri s the tel .,the tel is ed by the sul below the gri .,gri,,below,,indef,def,was,is,ed,s,sul,tel
exp4_jabberwocky_1749_patient_complex,1749,patient_complex,jabberwocky,def_present,indef_past,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,the sul s the tel near the mol .,the tel near the mol is ed by the sul .,,mol,,near,indef,def,was,is,ed,s,sul,tel
exp4_jabberwocky_1749_both_complex,1749,both_complex,jabberwocky,def_present,indef_past,a som ed a sor .,a sor was ed by a som .,the sul s the tel .,the tel is ed by the sul .,the sul above the tir s the tel near the tul .,the tel near the tul is ed by the sul above the tir .,tir,tul,above,near,indef,def,was,is,ed,s,sul,tel
exp4_jabberwocky_1750_agent_complex,1750,agent_complex,jabberwocky,indef_past,def_present,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,a tel near a fil ed a tir .,a tir was ed by a tel near a fil .,fil,,near,,def,indef,is,was,s,ed,tel,tir
exp4_jabberwocky_1750_patient_complex,1750,patient_complex,jabberwocky,indef_past,def_present,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,a tel ed a tir above a pel .,a tir above a pel was ed by a tel .,,pel,,above,def,indef,is,was,s,ed,tel,tir
exp4_jabberwocky_1750_both_complex,1750,both_complex,jabberwocky,indef_past,def_present,the sor s the sul .,the sul is ed by the sor .,a tel ed a tir .,a tir was ed by a tel .,a tel with a vil ed a tir from a vir .,a tir from a vir was ed by a tel with a vil .,vil,vir,with,from,def,indef,is,was,s,ed,tel,tir
exp4_jabberwocky_1751_agent_complex,1751,agent_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir above a mul s a tul .,a tul is ed by a tir above a mul .,mul,,above,,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_1751_patient_complex,1751,patient_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir s a tul with a sor .,a tul with a sor is ed by a tir .,,sor,,with,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_1751_both_complex,1751,both_complex,jabberwocky,indef_present,def_past,the sul ed the tel .,the tel was ed by the sul .,a tir s a tul .,a tul is ed by a tir .,a tir from a gri s a tul with a mur .,a tul with a mur is ed by a tir from a gri .,gri,mur,from,with,def,indef,was,is,ed,s,tir,tul
exp4_jabberwocky_1752_agent_complex,1752,agent_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul with the pil ed the vel .,the vel was ed by the tul with the pil .,pil,,with,,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_1752_patient_complex,1752,patient_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul ed the vel from the vir .,the vel from the vir was ed by the tul .,,vir,,from,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_1752_both_complex,1752,both_complex,jabberwocky,def_past,indef_present,a tel s a tir .,a tir is ed by a tel .,the tul ed the vel .,the vel was ed by the tul .,the tul in the fil ed the vel on the fol .,the vel on the fol was ed by the tul in the fil .,fil,fol,in,on,indef,def,is,was,s,ed,tul,vel
exp4_jabberwocky_1753_agent_complex,1753,agent_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel from the sul s the vil .,the vil is ed by the vel from the sul .,sul,,from,,indef,def,was,is,ed,s,vel,vil
exp4_jabberwocky_1753_patient_complex,1753,patient_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel s the vil in the mur .,the vil in the mur is ed by the vel .,,mur,,in,indef,def,was,is,ed,s,vel,vil
exp4_jabberwocky_1753_both_complex,1753,both_complex,jabberwocky,def_present,indef_past,a tir ed a tul .,a tul was ed by a tir .,the vel s the vil .,the vil is ed by the vel .,the vel on the mul s the vil in the nav .,the vil in the nav is ed by the vel on the mul .,mul,nav,on,in,indef,def,was,is,ed,s,vel,vil
exp4_jabberwocky_1754_agent_complex,1754,agent_complex,jabberwocky,indef_past,def_present,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,a vil in a vom ed a vir .,a vir was ed by a vil in a vom .,vom,,in,,def,indef,is,was,s,ed,vil,vir
exp4_jabberwocky_1754_patient_complex,1754,patient_complex,jabberwocky,indef_past,def_present,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,a vil ed a vir on a fol .,a vir on a fol was ed by a vil .,,fol,,on,def,indef,is,was,s,ed,vil,vir
exp4_jabberwocky_1754_both_complex,1754,both_complex,jabberwocky,indef_past,def_present,the tul s the vel .,the vel is ed by the tul .,a vil ed a vir .,a vir was ed by a vil .,a vil below a pil ed a vir near a por .,a vir near a por was ed by a vil below a pil .,pil,por,below,near,def,indef,is,was,s,ed,vil,vir
exp4_jabberwocky_1755_agent_complex,1755,agent_complex,jabberwocky,indef_present,def_past,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,a vir on a dir s a vom .,a vom is ed by a vir on a dir .,dir,,on,,def,indef,was,is,ed,s,vir,vom
exp4_jabberwocky_1755_patient_complex,1755,patient_complex,jabberwocky,indef_present,def_past,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,a vir s a vom below a nav .,a vom below a nav is ed by a vir .,,nav,,below,def,indef,was,is,ed,s,vir,vom
exp4_jabberwocky_1755_both_complex,1755,both_complex,jabberwocky,indef_present,def_past,the vel ed the vil .,the vil was ed by the vel .,a vir s a vom .,a vom is ed by a vir .,a vir near a sul s a vom below a tel .,a vom below a tel is ed by a vir near a sul .,sul,tel,near,below,def,indef,was,is,ed,s,vir,vom
exp4_jabberwocky_1756_agent_complex,1756,agent_complex,jabberwocky,def_past,indef_present,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,the vom below the ful ed the vul .,the vul was ed by the vom below the ful .,ful,,below,,indef,def,is,was,s,ed,vom,vul
exp4_jabberwocky_1756_patient_complex,1756,patient_complex,jabberwocky,def_past,indef_present,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,the vom ed the vul near the por .,the vul near the por was ed by the vom .,,por,,near,indef,def,is,was,s,ed,vom,vul
exp4_jabberwocky_1756_both_complex,1756,both_complex,jabberwocky,def_past,indef_present,a vil s a vir .,a vir is ed by a vil .,the vom ed the vul .,the vul was ed by the vom .,the vom above the bri ed the vul near the dil .,the vul near the dil was ed by the vom above the bri .,bri,dil,above,near,indef,def,is,was,s,ed,vom,vul
exp4_jabberwocky_1757_agent_complex,1757,agent_complex,jabberwocky,def_present,indef_past,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,the vul near the nin s the bri .,the bri is ed by the vul near the nin .,nin,,near,,indef,def,was,is,ed,s,vul,bri
exp4_jabberwocky_1757_patient_complex,1757,patient_complex,jabberwocky,def_present,indef_past,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,the vul s the bri above the tel .,the bri above the tel is ed by the vul .,,tel,,above,indef,def,was,is,ed,s,vul,bri
exp4_jabberwocky_1757_both_complex,1757,both_complex,jabberwocky,def_present,indef_past,a vir ed a vom .,a vom was ed by a vir .,the vul s the bri .,the bri is ed by the vul .,the vul with the dir s the bri from the dur .,the bri from the dur is ed by the vul with the dir .,dir,dur,with,from,indef,def,was,is,ed,s,vul,bri
exp4_jabberwocky_1758_agent_complex,1758,agent_complex,jabberwocky,indef_past,def_present,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,a bri above a rav ed a dil .,a dil was ed by a bri above a rav .,rav,,above,,def,indef,is,was,s,ed,bri,dil
exp4_jabberwocky_1758_patient_complex,1758,patient_complex,jabberwocky,indef_past,def_present,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,a bri ed a dil with a dru .,a dil with a dru was ed by a bri .,,dru,,with,def,indef,is,was,s,ed,bri,dil
exp4_jabberwocky_1758_both_complex,1758,both_complex,jabberwocky,indef_past,def_present,the vom s the vul .,the vul is ed by the vom .,a bri ed a dil .,a dil was ed by a bri .,a bri from a ful ed a dil with a gir .,a dil with a gir was ed by a bri from a ful .,ful,gir,from,with,def,indef,is,was,s,ed,bri,dil
exp4_jabberwocky_1759_agent_complex,1759,agent_complex,jabberwocky,indef_present,def_past,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,a dil with a tir s a dru .,a dru is ed by a dil with a tir .,tir,,with,,def,indef,was,is,ed,s,dil,dru
exp4_jabberwocky_1759_patient_complex,1759,patient_complex,jabberwocky,indef_present,def_past,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,a dil s a dru from a dur .,a dru from a dur is ed by a dil .,,dur,,from,def,indef,was,is,ed,s,dil,dru
exp4_jabberwocky_1759_both_complex,1759,both_complex,jabberwocky,indef_present,def_past,the vul ed the bri .,the bri was ed by the vul .,a dil s a dru .,a dru is ed by a dil .,a dil in a nin s a dru on a nom .,a dru on a nom is ed by a dil in a nin .,nin,nom,in,on,def,indef,was,is,ed,s,dil,dru
exp4_jabberwocky_1760_agent_complex,1760,agent_complex,jabberwocky,def_past,indef_present,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,the dru from the mur ed the gri .,the gri was ed by the dru from the mur .,mur,,from,,indef,def,is,was,s,ed,dru,gri
exp4_jabberwocky_1760_patient_complex,1760,patient_complex,jabberwocky,def_past,indef_present,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,the dru ed the gri in the gir .,the gri in the gir was ed by the dru .,,gir,,in,indef,def,is,was,s,ed,dru,gri
exp4_jabberwocky_1760_both_complex,1760,both_complex,jabberwocky,def_past,indef_present,a bri s a dil .,a dil is ed by a bri .,the dru ed the gri .,the gri was ed by the dru .,the dru on the rav ed the gri in the rom .,the gri in the rom was ed by the dru on the rav .,rav,rom,on,in,indef,def,is,was,s,ed,dru,gri
exp4_jabberwocky_1761_agent_complex,1761,agent_complex,jabberwocky,def_present,indef_past,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,the gri in the fab s the mur .,the mur is ed by the gri in the fab .,fab,,in,,indef,def,was,is,ed,s,gri,mur
exp4_jabberwocky_1761_patient_complex,1761,patient_complex,jabberwocky,def_present,indef_past,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,the gri s the mur on the nom .,the mur on the nom is ed by the gri .,,nom,,on,indef,def,was,is,ed,s,gri,mur
exp4_jabberwocky_1761_both_complex,1761,both_complex,jabberwocky,def_present,indef_past,a dil ed a dru .,a dru was ed by a dil .,the gri s the mur .,the mur is ed by the gri .,the gri below the tir s the mur near the tul .,the mur near the tul is ed by the gri below the tir .,tir,tul,below,near,indef,def,was,is,ed,s,gri,mur
exp4_jabberwocky_1762_agent_complex,1762,agent_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur on a lav ed a dir .,a dir was ed by a mur on a lav .,lav,,on,,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_1762_patient_complex,1762,patient_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur ed a dir below a rom .,a dir below a rom was ed by a mur .,,rom,,below,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_1762_both_complex,1762,both_complex,jabberwocky,indef_past,def_present,the dru s the gri .,the gri is ed by the dru .,a mur ed a dir .,a dir was ed by a mur .,a mur near a bri ed a dir above a dil .,a dir above a dil was ed by a mur near a bri .,bri,dil,near,above,def,indef,is,was,s,ed,mur,dir
exp4_jabberwocky_1763_agent_complex,1763,agent_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir below a nud s a dur .,a dur is ed by a dir below a nud .,nud,,below,,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_1763_patient_complex,1763,patient_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir s a dur near a tul .,a dur near a tul is ed by a dir .,,tul,,near,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_1763_both_complex,1763,both_complex,jabberwocky,indef_present,def_past,the gri ed the mur .,the mur was ed by the gri .,a dir s a dur .,a dur is ed by a dir .,a dir above a fab s a dur near a fav .,a dur near a fav is ed by a dir above a fab .,fab,fav,above,near,def,indef,was,is,ed,s,dir,dur
exp4_jabberwocky_1764_agent_complex,1764,agent_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur near the sav ed the fab .,the fab was ed by the dur near the sav .,sav,,near,,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_1764_patient_complex,1764,patient_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur ed the fab above the dil .,the fab above the dil was ed by the dur .,,dil,,above,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_1764_both_complex,1764,both_complex,jabberwocky,def_past,indef_present,a mur s a dir .,a dir is ed by a mur .,the dur ed the fab .,the fab was ed by the dur .,the dur with the lav ed the fab from the lil .,the fab from the lil was ed by the dur with the lav .,lav,lil,with,from,indef,def,is,was,s,ed,dur,fab
exp4_jabberwocky_1765_agent_complex,1765,agent_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab above the vel s the fav .,the fav is ed by the fab above the vel .,vel,,above,,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_1765_patient_complex,1765,patient_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab s the fav with the fel .,the fav with the fel is ed by the fab .,,fel,,with,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_1765_both_complex,1765,both_complex,jabberwocky,def_present,indef_past,a dir ed a dur .,a dur was ed by a dir .,the fab s the fav .,the fav is ed by the fab .,the fab from the nud s the fav with the pav .,the fav with the pav is ed by the fab from the nud .,nud,pav,from,with,indef,def,was,is,ed,s,fab,fav
exp4_jabberwocky_1766_agent_complex,1766,agent_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav with a dru ed a fel .,a fel was ed by a fav with a dru .,dru,,with,,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_1766_patient_complex,1766,patient_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav ed a fel from a lil .,a fel from a lil was ed by a fav .,,lil,,from,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_1766_both_complex,1766,both_complex,jabberwocky,indef_past,def_present,the dur s the fab .,the fab is ed by the dur .,a fav ed a fel .,a fel was ed by a fav .,a fav in a sav ed a fel on a som .,a fel on a som was ed by a fav in a sav .,sav,som,in,on,def,indef,is,was,s,ed,fav,fel
exp4_jabberwocky_1767_agent_complex,1767,agent_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel from a fol s a fil .,a fil is ed by a fel from a fol .,fol,,from,,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_1767_patient_complex,1767,patient_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel s a fil in a pav .,a fil in a pav is ed by a fel .,,pav,,in,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_1767_both_complex,1767,both_complex,jabberwocky,indef_present,def_past,the fab ed the fav .,the fav was ed by the fab .,a fel s a fil .,a fil is ed by a fel .,a fel on a vel s a fil in a vil .,a fil in a vil is ed by a fel on a vel .,vel,vil,on,in,def,indef,was,is,ed,s,fel,fil
exp4_jabberwocky_1768_agent_complex,1768,agent_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil in the mol ed the fol .,the fol was ed by the fil in the mol .,mol,,in,,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_1768_patient_complex,1768,patient_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil ed the fol on the som .,the fol on the som was ed by the fil .,,som,,on,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_1768_both_complex,1768,both_complex,jabberwocky,def_past,indef_present,a fav s a fel .,a fel is ed by a fav .,the fil ed the fol .,the fol was ed by the fil .,the fil below the dru ed the fol near the gri .,the fol near the gri was ed by the fil below the dru .,dru,gri,below,near,indef,def,is,was,s,ed,fil,fol
exp4_jabberwocky_1769_agent_complex,1769,agent_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol on the pel s the ful .,the ful is ed by the fol on the pel .,pel,,on,,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_1769_patient_complex,1769,patient_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol s the ful below the vil .,the ful below the vil is ed by the fol .,,vil,,below,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_1769_both_complex,1769,both_complex,jabberwocky,def_present,indef_past,a fel ed a fil .,a fil was ed by a fel .,the fol s the ful .,the ful is ed by the fol .,the fol near the gir s the ful below the lav .,the ful below the lav is ed by the fol near the gir .,gir,lav,near,below,indef,def,was,is,ed,s,fol,ful
exp4_jabberwocky_1770_agent_complex,1770,agent_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful below a sor ed a gir .,a gir was ed by a ful below a sor .,sor,,below,,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_1770_patient_complex,1770,patient_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful ed a gir near a gri .,a gir near a gri was ed by a ful .,,gri,,near,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_1770_both_complex,1770,both_complex,jabberwocky,indef_past,def_present,the fil s the fol .,the fol is ed by the fil .,a ful ed a gir .,a gir was ed by a ful .,a ful above a mol ed a gir near a mul .,a gir near a mul was ed by a ful above a mol .,mol,mul,above,near,def,indef,is,was,s,ed,ful,gir
exp4_jabberwocky_1771_agent_complex,1771,agent_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir near a vir s a lav .,a lav is ed by a gir near a vir .,vir,,near,,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_1771_patient_complex,1771,patient_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir s a lav above a fil .,a lav above a fil is ed by a gir .,,fil,,above,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_1771_both_complex,1771,both_complex,jabberwocky,indef_present,def_past,the fol ed the ful .,the ful was ed by the fol .,a gir s a lav .,a lav is ed by a gir .,a gir with a pel s a lav from a pil .,a lav from a pil is ed by a gir with a pel .,pel,pil,with,from,def,indef,was,is,ed,s,gir,lav
exp4_jabberwocky_1772_agent_complex,1772,agent_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav above the mur ed the lil .,the lil was ed by the lav above the mur .,mur,,above,,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_1772_patient_complex,1772,patient_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav ed the lil with the mul .,the lil with the mul was ed by the lav .,,mul,,with,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_1772_both_complex,1772,both_complex,jabberwocky,def_past,indef_present,a ful s a gir .,a gir is ed by a ful .,the lav ed the lil .,the lil was ed by the lav .,the lav from the sor ed the lil with the sul .,the lil with the sul was ed by the lav from the sor .,sor,sul,from,with,indef,def,is,was,s,ed,lav,lil
exp4_jabberwocky_1773_agent_complex,1773,agent_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil with the fol s the mol .,the mol is ed by the lil with the fol .,fol,,with,,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_1773_patient_complex,1773,patient_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil s the mol from the pil .,the mol from the pil is ed by the lil .,,pil,,from,indef,def,was,is,ed,s,lil,mol
exp4_jabberwocky_1773_both_complex,1773,both_complex,jabberwocky,def_present,indef_past,a gir ed a lav .,a lav was ed by a gir .,the lil s the mol .,the mol is ed by the lil .,the lil in the vir s the mol on the vom .,the mol on the vom is ed by the lil in the vir .,vir,vom,in,on,indef,def,was,is,ed,s,lil,mol
