item_index,prime_active_sentence,prime_passive_sentence,target_active,target_passive,filler_sentence,event_style,role_style,quote_style,role_order,prompt_active,prompt_passive,prompt_no_prime,prompt_filler
1607,the actor discovered the actress .,the actress was discovered by the actor .,a boy kisses a brother .,a brother is kissed by a boy .,The pillow rested on the sofa .,involving_event,did_to,mary_answered,patient_first,"There was a discovering event involving the actor and the actress.
The one it happened to was the actress.
The one who did it was the actor.

Bridget asked, ""What happened?""
Mary answered, ""The actor discovered the actress.""

There was a kissing event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a discovering event involving the actor and the actress.
The one it happened to was the actress.
The one who did it was the actor.

Bridget asked, ""What happened?""
Mary answered, ""The actress was discovered by the actor.""

There was a kissing event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pillow rested on the sofa.""

There was a kissing event involving a boy and a brother.
The one it happened to was a brother.
The one who did it was a boy.

Bridget asked, ""What happened?""
Mary answered, ""The"
1608,a hero judges a husband .,a husband is judged by a hero .,the brother kissed the buddy .,the buddy was kissed by the brother .,The lantern glowed near sunset .,involving_event,did_to,mary_answered,agent_first,"There was a judging event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""A hero judges a husband.""

There was a kissing event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a judging event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""A husband is judged by a hero.""

There was a kissing event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lantern glowed near sunset.""

There was a kissing event involving the brother and the buddy.
The one who did it was the brother.
The one it happened to was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The"
1609,a soldier protected a son .,a son was protected by a soldier .,the buddy kisses the candidate .,the candidate is kissed by the buddy .,The traveler rested beside the river .,involving_event,did_to,mary_answered,agent_first,"There was a protecting event involving a soldier and a son.
The one who did it was a soldier.
The one it happened to was a son.

Bridget asked, ""What happened?""
Mary answered, ""A soldier protected a son.""

There was a kissing event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a protecting event involving a soldier and a son.
The one who did it was a soldier.
The one it happened to was a son.

Bridget asked, ""What happened?""
Mary answered, ""A son was protected by a soldier.""

There was a kissing event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The traveler rested beside the river.""

There was a kissing event involving the buddy and the candidate.
The one who did it was the buddy.
The one it happened to was the candidate.

Bridget asked, ""What happened?""
Mary answered, ""The"
1610,the reader teaches the scientist .,the scientist is taught by the reader .,a candidate kissed a captain .,a captain was kissed by a candidate .,The notebook stayed on the shelf .,involving_event,did_to,mary_answered,agent_first,"There was a teaching event involving the reader and the scientist.
The one who did it was the reader.
The one it happened to was the scientist.

Bridget asked, ""What happened?""
Mary answered, ""The reader teaches the scientist.""

There was a kissing event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a teaching event involving the reader and the scientist.
The one who did it was the reader.
The one it happened to was the scientist.

Bridget asked, ""What happened?""
Mary answered, ""The scientist is taught by the reader.""

There was a kissing event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The notebook stayed on the shelf.""

There was a kissing event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""The"
1611,the cop protected the cousin .,the cousin was protected by the cop .,a captain kisses a champion .,a champion is kissed by a captain .,The window rattled during the storm .,involving_event,did_to,mary_answered,agent_first,"There was a protecting event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The cop protected the cousin.""

There was a kissing event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a protecting event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The cousin was protected by the cop.""

There was a kissing event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The window rattled during the storm.""

There was a kissing event involving a captain and a champion.
The one who did it was a captain.
The one it happened to was a champion.

Bridget asked, ""What happened?""
Mary answered, ""The"
1612,a friend beats a girl .,a girl is beaten by a friend .,the champion kissed the chief .,the chief was kissed by the champion .,The singer smiled after rehearsal .,involving_event,did_to,mary_answered,patient_first,"There was a beating event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""A friend beats a girl.""

There was a kissing event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a beating event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""A girl is beaten by a friend.""

There was a kissing event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The singer smiled after rehearsal.""

There was a kissing event involving the champion and the chief.
The one it happened to was the chief.
The one who did it was the champion.

Bridget asked, ""What happened?""
Mary answered, ""The"
1613,a king killed a lady .,a lady was killed by a king .,the chief kisses the child .,the child is kissed by the chief .,The painter waited near the doorway .,involving_event,did_to,mary_answered,patient_first,"There was a killing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""A king killed a lady.""

There was a kissing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""A lady was killed by a king.""

There was a kissing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The painter waited near the doorway.""

There was a kissing event involving the chief and the child.
The one it happened to was the child.
The one who did it was the chief.

Bridget asked, ""What happened?""
Mary answered, ""The"
1614,the priest surprises the prince .,the prince is surprised by the priest .,a child kissed a colonel .,a colonel was kissed by a child .,The engine cooled before dawn .,involving_event,did_to,mary_answered,patient_first,"There was a surprising event involving the priest and the prince.
The one it happened to was the prince.
The one who did it was the priest.

Bridget asked, ""What happened?""
Mary answered, ""The priest surprises the prince.""

There was a kissing event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a surprising event involving the priest and the prince.
The one it happened to was the prince.
The one who did it was the priest.

Bridget asked, ""What happened?""
Mary answered, ""The prince is surprised by the priest.""

There was a kissing event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The engine cooled before dawn.""

There was a kissing event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""The"
1615,the professor judged the reader .,the reader was judged by the professor .,a colonel kisses a cop .,a cop is kissed by a colonel .,The market opened after sunrise .,involving_event,did_to,mary_answered,patient_first,"There was a judging event involving the professor and the reader.
The one it happened to was the reader.
The one who did it was the professor.

Bridget asked, ""What happened?""
Mary answered, ""The professor judged the reader.""

There was a kissing event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a judging event involving the professor and the reader.
The one it happened to was the reader.
The one who did it was the professor.

Bridget asked, ""What happened?""
Mary answered, ""The reader was judged by the professor.""

There was a kissing event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The market opened after sunrise.""

There was a kissing event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""The"
1616,a doctor catches an employee .,an employee is caught by a doctor .,the cop kissed the cousin .,the cousin was kissed by the cop .,The blanket dried on the line .,involving_event,did_to,mary_answered,agent_first,"There was a catching event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""A doctor catches an employee.""

There was a kissing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a catching event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""An employee is caught by a doctor.""

There was a kissing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The blanket dried on the line.""

There was a kissing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"
1617,a candidate beat a captain .,a captain was beaten by a candidate .,the cousin kisses the daughter .,the daughter is kissed by the cousin .,The planet shimmered above the valley .,involving_event,did_to,mary_answered,agent_first,"There was a beating event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""A candidate beat a captain.""

There was a kissing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a beating event involving a candidate and a captain.
The one who did it was a candidate.
The one it happened to was a captain.

Bridget asked, ""What happened?""
Mary answered, ""A captain was beaten by a candidate.""

There was a kissing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The planet shimmered above the valley.""

There was a kissing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"
1618,the teacher bothers the uncle .,the uncle is bothered by the teacher .,a daughter kissed a doctor .,a doctor was kissed by a daughter .,The baker laughed during breakfast .,involving_event,did_to,mary_answered,agent_first,"There was a bothering event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The teacher bothers the uncle.""

There was a kissing event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a bothering event involving the teacher and the uncle.
The one who did it was the teacher.
The one it happened to was the uncle.

Bridget asked, ""What happened?""
Mary answered, ""The uncle is bothered by the teacher.""

There was a kissing event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The baker laughed during breakfast.""

There was a kissing event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The"
1619,the student punched the teacher .,the teacher was punched by the student .,a doctor kisses an employee .,an employee is kissed by a doctor .,The signal flickered across the screen .,involving_event,did_to,mary_answered,agent_first,"There was a punching event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The student punched the teacher.""

There was a kissing event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a punching event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The teacher was punched by the student.""

There was a kissing event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The signal flickered across the screen.""

There was a kissing event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"
1620,a colonel forgets a cop .,a cop is forgotten by a colonel .,the employee kissed the employer .,the employer was kissed by the employee .,The tourist wandered through the plaza .,involving_event,did_to,mary_answered,patient_first,"There was a forgetting event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""A colonel forgets a cop.""

There was a kissing event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a forgetting event involving a colonel and a cop.
The one it happened to was a cop.
The one who did it was a colonel.

Bridget asked, ""What happened?""
Mary answered, ""A cop is forgotten by a colonel.""

There was a kissing event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tourist wandered through the plaza.""

There was a kissing event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The"
1621,a child surprised a colonel .,a colonel was surprised by a child .,the employer kisses the father .,the father is kissed by the employer .,The kettle whistled in the kitchen .,involving_event,did_to,mary_answered,patient_first,"There was a surprising event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""A child surprised a colonel.""

There was a kissing event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a surprising event involving a child and a colonel.
The one it happened to was a colonel.
The one who did it was a child.

Bridget asked, ""What happened?""
Mary answered, ""A colonel was surprised by a child.""

There was a kissing event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The kettle whistled in the kitchen.""

There was a kissing event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The"
1622,the kid asks the king .,the king is asked by the kid .,a father kissed a friend .,a friend was kissed by a father .,The garden brightened after rain .,involving_event,did_to,mary_answered,patient_first,"There was an asking event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The kid asks the king.""

There was a kissing event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an asking event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The king is asked by the kid.""

There was a kissing event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The garden brightened after rain.""

There was a kissing event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"
1623,the lawyer taught the leader .,the leader was taught by the lawyer .,a friend kisses a girl .,a girl is kissed by a friend .,The jacket hung behind the chair .,involving_event,did_to,mary_answered,patient_first,"There was a teaching event involving the lawyer and the leader.
The one it happened to was the leader.
The one who did it was the lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The lawyer taught the leader.""

There was a kissing event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a teaching event involving the lawyer and the leader.
The one it happened to was the leader.
The one who did it was the lawyer.

Bridget asked, ""What happened?""
Mary answered, ""The leader was taught by the lawyer.""

There was a kissing event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The jacket hung behind the chair.""

There was a kissing event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The"
1624,a writer selects an actor .,an actor is selected by a writer .,the girl kissed the guest .,the guest was kissed by the girl .,The radio crackled in the attic .,involving_event,did_to,mary_answered,agent_first,"There was a selecting event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""A writer selects an actor.""

There was a kissing event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a selecting event involving a writer and an actor.
The one who did it was a writer.
The one it happened to was an actor.

Bridget asked, ""What happened?""
Mary answered, ""An actor is selected by a writer.""

There was a kissing event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The radio crackled in the attic.""

There was a kissing event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"
1625,a worker caught a writer .,a writer was caught by a worker .,the guest kisses the guy .,the guy is kissed by the guest .,The witness paused near the doorway .,involving_event,did_to,mary_answered,agent_first,"There was a catching event involving a worker and a writer.
The one who did it was a worker.
The one it happened to was a writer.

Bridget asked, ""What happened?""
Mary answered, ""A worker caught a writer.""

There was a kissing event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a catching event involving a worker and a writer.
The one who did it was a worker.
The one it happened to was a writer.

Bridget asked, ""What happened?""
Mary answered, ""A writer was caught by a worker.""

There was a kissing event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The witness paused near the doorway.""

There was a kissing event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The"
1626,the woman raises the worker .,the worker is raised by the woman .,a guy kissed a hero .,a hero was kissed by a guy .,The package arrived before noon .,involving_event,did_to,mary_answered,agent_first,"There was a raising event involving the woman and the worker.
The one who did it was the woman.
The one it happened to was the worker.

Bridget asked, ""What happened?""
Mary answered, ""The woman raises the worker.""

There was a kissing event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a raising event involving the woman and the worker.
The one who did it was the woman.
The one it happened to was the worker.

Bridget asked, ""What happened?""
Mary answered, ""The worker is raised by the woman.""

There was a kissing event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The package arrived before noon.""

There was a kissing event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The"
1627,the student caught the teacher .,the teacher was caught by the student .,a hero kisses a husband .,a husband is kissed by a hero .,The sculpture stood in the hallway .,involving_event,did_to,mary_answered,agent_first,"There was a catching event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The student caught the teacher.""

There was a kissing event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a catching event involving the student and the teacher.
The one who did it was the student.
The one it happened to was the teacher.

Bridget asked, ""What happened?""
Mary answered, ""The teacher was caught by the student.""

There was a kissing event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sculpture stood in the hallway.""

There was a kissing event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The"
1628,a son beats a student .,a student is beaten by a son .,the husband kissed the kid .,the kid was kissed by the husband .,The captain waited beside the harbor .,involving_event,did_to,mary_answered,patient_first,"There was a beating event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""A son beats a student.""

There was a kissing event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a beating event involving a son and a student.
The one it happened to was a student.
The one who did it was a son.

Bridget asked, ""What happened?""
Mary answered, ""A student is beaten by a son.""

There was a kissing event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The captain waited beside the harbor.""

There was a kissing event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The"
1629,a man hurried a manager .,a manager was hurried by a man .,the kid kisses the king .,the king is kissed by the kid .,The teacher listened during assembly .,involving_event,did_to,mary_answered,patient_first,"There was a hurrying event involving a man and a manager.
The one it happened to was a manager.
The one who did it was a man.

Bridget asked, ""What happened?""
Mary answered, ""A man hurried a manager.""

There was a kissing event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a hurrying event involving a man and a manager.
The one it happened to was a manager.
The one who did it was a man.

Bridget asked, ""What happened?""
Mary answered, ""A manager was hurried by a man.""

There was a kissing event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The teacher listened during assembly.""

There was a kissing event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The"
1630,the buddy hurries the candidate .,the candidate is hurried by the buddy .,a king kissed a lady .,a lady was kissed by a king .,The violin echoed in the theater .,involving_event,did_to,mary_answered,patient_first,"There was a hurrying event involving the buddy and the candidate.
The one it happened to was the candidate.
The one who did it was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The buddy hurries the candidate.""

There was a kissing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a hurrying event involving the buddy and the candidate.
The one it happened to was the candidate.
The one who did it was the buddy.

Bridget asked, ""What happened?""
Mary answered, ""The candidate is hurried by the buddy.""

There was a kissing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The violin echoed in the theater.""

There was a kissing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"
1631,the student described the teacher .,the teacher was described by the student .,a lady kisses a lawyer .,a lawyer is kissed by a lady .,The pillow rested on the sofa .,involving_event,did_to,mary_answered,patient_first,"There was a describing event involving the student and the teacher.
The one it happened to was the teacher.
The one who did it was the student.

Bridget asked, ""What happened?""
Mary answered, ""The student described the teacher.""

There was a kissing event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a describing event involving the student and the teacher.
The one it happened to was the teacher.
The one who did it was the student.

Bridget asked, ""What happened?""
Mary answered, ""The teacher was described by the student.""

There was a kissing event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a kissing event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pillow rested on the sofa.""

There was a kissing event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"
