item_index,prime_active_sentence,prime_passive_sentence,target_active,target_passive,filler_sentence,event_style,role_style,quote_style,role_order,prompt_active,prompt_passive,prompt_no_prime,prompt_filler
1552,a sav s a som .,a som is ed by a sav .,the cop killed the cousin .,the cousin was killed by the cop .,The tel ed in the tir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a sav and a som.
The one who did it was a sav.
The one it happened to was a som.

Bridget asked, ""What happened?""
Mary answered, ""A sav s a som.""

There was a killing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a sav and a som.
The one who did it was a sav.
The one it happened to was a som.

Bridget asked, ""What happened?""
Mary answered, ""A som is ed by a sav.""

There was a killing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was a killing event involving the cop and the cousin.
The one who did it was the cop.
The one it happened to was the cousin.

Bridget asked, ""What happened?""
Mary answered, ""The"
1553,a tir ed a tul .,a tul was ed by a tir .,the cousin kills the daughter .,the daughter is killed by the cousin .,The tul ed near the vel .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a tir and a tul.
The one who did it was a tir.
The one it happened to was a tul.

Bridget asked, ""What happened?""
Mary answered, ""A tir ed a tul.""

There was a killing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a tir and a tul.
The one who did it was a tir.
The one it happened to was a tul.

Bridget asked, ""What happened?""
Mary answered, ""A tul was ed by a tir.""

There was a killing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tul ed near the vel.""

There was a killing event involving the cousin and the daughter.
The one who did it was the cousin.
The one it happened to was the daughter.

Bridget asked, ""What happened?""
Mary answered, ""The"
1554,the dur s the fab .,the fab is ed by the dur .,a daughter killed a doctor .,a doctor was killed by a daughter .,The vil ed before vir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the dur and the fab.
The one who did it was the dur.
The one it happened to was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The dur s the fab.""

There was a killing event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dur and the fab.
The one who did it was the dur.
The one it happened to was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The fab is ed by the dur.""

There was a killing event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vil ed before vir.""

There was a killing event involving a daughter and a doctor.
The one who did it was a daughter.
The one it happened to was a doctor.

Bridget asked, ""What happened?""
Mary answered, ""The"
1555,the sul ed the tel .,the tel was ed by the sul .,a doctor kills an employee .,an employee is killed by a doctor .,The vom ed in the vul .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the sul and the tel.
The one who did it was the sul.
The one it happened to was the tel.

Bridget asked, ""What happened?""
Mary answered, ""The sul ed the tel.""

There was a killing event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the sul and the tel.
The one who did it was the sul.
The one it happened to was the tel.

Bridget asked, ""What happened?""
Mary answered, ""The tel was ed by the sul.""

There was a killing event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The vom ed in the vul.""

There was a killing event involving a doctor and an employee.
The one who did it was a doctor.
The one it happened to was an employee.

Bridget asked, ""What happened?""
Mary answered, ""The"
1556,a nom s a nud .,a nud is ed by a nom .,the employee killed the employer .,the employer was killed by the employee .,The bri ed beside the dru .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a nom and a nud.
The one it happened to was a nud.
The one who did it was a nom.

Bridget asked, ""What happened?""
Mary answered, ""A nom s a nud.""

There was a killing event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nom and a nud.
The one it happened to was a nud.
The one who did it was a nom.

Bridget asked, ""What happened?""
Mary answered, ""A nud is ed by a nom.""

There was a killing event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed beside the dru.""

There was a killing event involving the employee and the employer.
The one it happened to was the employer.
The one who did it was the employee.

Bridget asked, ""What happened?""
Mary answered, ""The"
1557,a nud ed a pav .,a pav was ed by a nud .,the employer kills the father .,the father is killed by the employer .,The gri ed during mur .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a nud and a pav.
The one it happened to was a pav.
The one who did it was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A nud ed a pav.""

There was a killing event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a nud and a pav.
The one it happened to was a pav.
The one who did it was a nud.

Bridget asked, ""What happened?""
Mary answered, ""A pav was ed by a nud.""

There was a killing event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The gri ed during mur.""

There was a killing event involving the employer and the father.
The one it happened to was the father.
The one who did it was the employer.

Bridget asked, ""What happened?""
Mary answered, ""The"
1558,the tul s the vel .,the vel is ed by the tul .,a father killed a friend .,a friend was killed by a father .,The dir ed in the dur .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the tul and the vel.
The one it happened to was the vel.
The one who did it was the tul.

Bridget asked, ""What happened?""
Mary answered, ""The tul s the vel.""

There was a killing event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the tul and the vel.
The one it happened to was the vel.
The one who did it was the tul.

Bridget asked, ""What happened?""
Mary answered, ""The vel is ed by the tul.""

There was a killing event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dir ed in the dur.""

There was a killing event involving a father and a friend.
The one it happened to was a friend.
The one who did it was a father.

Bridget asked, ""What happened?""
Mary answered, ""The"
1559,the vul ed the bri .,the bri was ed by the vul .,a friend kills a girl .,a girl is killed by a friend .,The fab ed on the fav .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vul ed the bri.""

There was a killing event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vul and the bri.
The one it happened to was the bri.
The one who did it was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The bri was ed by the vul.""

There was a killing event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fab ed on the fav.""

There was a killing event involving a friend and a girl.
The one it happened to was a girl.
The one who did it was a friend.

Bridget asked, ""What happened?""
Mary answered, ""The"
1560,a mur s a dir .,a dir is ed by a mur .,the girl killed the guest .,the guest was killed by the girl .,The bri ed near dil .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A mur s a dir.""

There was a killing event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mur and a dir.
The one who did it was a mur.
The one it happened to was a dir.

Bridget asked, ""What happened?""
Mary answered, ""A dir is ed by a mur.""

There was a killing event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The bri ed near dil.""

There was a killing event involving the girl and the guest.
The one who did it was the girl.
The one it happened to was the guest.

Bridget asked, ""What happened?""
Mary answered, ""The"
1561,a fel ed a fil .,a fil was ed by a fel .,the guest kills the guy .,the guy is killed by the guest .,The dru ed beside the gri .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a fel and a fil.
The one who did it was a fel.
The one it happened to was a fil.

Bridget asked, ""What happened?""
Mary answered, ""A fel ed a fil.""

There was a killing event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a fel and a fil.
The one who did it was a fel.
The one it happened to was a fil.

Bridget asked, ""What happened?""
Mary answered, ""A fil was ed by a fel.""

There was a killing event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dru ed beside the gri.""

There was a killing event involving the guest and the guy.
The one who did it was the guest.
The one it happened to was the guy.

Bridget asked, ""What happened?""
Mary answered, ""The"
1562,the dur s the fab .,the fab is ed by the dur .,a guy killed a hero .,a hero was killed by a guy .,The mur ed on the dir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the dur and the fab.
The one who did it was the dur.
The one it happened to was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The dur s the fab.""

There was a killing event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dur and the fab.
The one who did it was the dur.
The one it happened to was the fab.

Bridget asked, ""What happened?""
Mary answered, ""The fab is ed by the dur.""

There was a killing event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mur ed on the dir.""

There was a killing event involving a guy and a hero.
The one who did it was a guy.
The one it happened to was a hero.

Bridget asked, ""What happened?""
Mary answered, ""The"
1563,the fol ed the ful .,the ful was ed by the fol .,a hero kills a husband .,a husband is killed by a hero .,The dur ed during the fab .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The fol ed the ful.""

There was a killing event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the fol and the ful.
The one who did it was the fol.
The one it happened to was the ful.

Bridget asked, ""What happened?""
Mary answered, ""The ful was ed by the fol.""

There was a killing event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The dur ed during the fab.""

There was a killing event involving a hero and a husband.
The one who did it was a hero.
The one it happened to was a husband.

Bridget asked, ""What happened?""
Mary answered, ""The"
1564,a mol s a mul .,a mul is ed by a mol .,the husband killed the kid .,the kid was killed by the husband .,The fav ed after fel .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a mol and a mul.
The one it happened to was a mul.
The one who did it was a mol.

Bridget asked, ""What happened?""
Mary answered, ""A mol s a mul.""

There was a killing event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mol and a mul.
The one it happened to was a mul.
The one who did it was a mol.

Bridget asked, ""What happened?""
Mary answered, ""A mul is ed by a mol.""

There was a killing event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fav ed after fel.""

There was a killing event involving the husband and the kid.
The one it happened to was the kid.
The one who did it was the husband.

Bridget asked, ""What happened?""
Mary answered, ""The"
1565,a som ed a sor .,a sor was ed by a som .,the kid kills the king .,the king is killed by the kid .,The fil ed near the fol .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a som and a sor.
The one it happened to was a sor.
The one who did it was a som.

Bridget asked, ""What happened?""
Mary answered, ""A som ed a sor.""

There was a killing event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a som and a sor.
The one it happened to was a sor.
The one who did it was a som.

Bridget asked, ""What happened?""
Mary answered, ""A sor was ed by a som.""

There was a killing event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The fil ed near the fol.""

There was a killing event involving the kid and the king.
The one it happened to was the king.
The one who did it was the kid.

Bridget asked, ""What happened?""
Mary answered, ""The"
1566,the dru s the gri .,the gri is ed by the dru .,a king killed a lady .,a lady was killed by a king .,The ful ed before gir .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the dru and the gri.
The one it happened to was the gri.
The one who did it was the dru.

Bridget asked, ""What happened?""
Mary answered, ""The dru s the gri.""

There was a killing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dru and the gri.
The one it happened to was the gri.
The one who did it was the dru.

Bridget asked, ""What happened?""
Mary answered, ""The gri is ed by the dru.""

There was a killing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The ful ed before gir.""

There was a killing event involving a king and a lady.
The one it happened to was a lady.
The one who did it was a king.

Bridget asked, ""What happened?""
Mary answered, ""The"
1567,the rom ed the sav .,the sav was ed by the rom .,a lady kills a lawyer .,a lawyer is killed by a lady .,The lav ed after lil .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the rom and the sav.
The one it happened to was the sav.
The one who did it was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The rom ed the sav.""

There was a killing event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the rom and the sav.
The one it happened to was the sav.
The one who did it was the rom.

Bridget asked, ""What happened?""
Mary answered, ""The sav was ed by the rom.""

There was a killing event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The lav ed after lil.""

There was a killing event involving a lady and a lawyer.
The one it happened to was a lawyer.
The one who did it was a lady.

Bridget asked, ""What happened?""
Mary answered, ""The"
1568,a bri s a dil .,a dil is ed by a bri .,the lawyer killed the leader .,the leader was killed by the lawyer .,The mol ed on the mul .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a bri and a dil.
The one who did it was a bri.
The one it happened to was a dil.

Bridget asked, ""What happened?""
Mary answered, ""A bri s a dil.""

There was a killing event involving the lawyer and the leader.
The one who did it was the lawyer.
The one it happened to was the leader.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a bri and a dil.
The one who did it was a bri.
The one it happened to was a dil.

Bridget asked, ""What happened?""
Mary answered, ""A dil is ed by a bri.""

There was a killing event involving the lawyer and the leader.
The one who did it was the lawyer.
The one it happened to was the leader.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the lawyer and the leader.
The one who did it was the lawyer.
The one it happened to was the leader.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The mol ed on the mul.""

There was a killing event involving the lawyer and the leader.
The one who did it was the lawyer.
The one it happened to was the leader.

Bridget asked, ""What happened?""
Mary answered, ""The"
1569,a dir ed a dur .,a dur was ed by a dir .,the leader kills the man .,the man is killed by the leader .,The nav ed above the nin .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""A dir ed a dur.""

There was a killing event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a dir and a dur.
The one who did it was a dir.
The one it happened to was a dur.

Bridget asked, ""What happened?""
Mary answered, ""A dur was ed by a dir.""

There was a killing event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nav ed above the nin.""

There was a killing event involving the leader and the man.
The one who did it was the leader.
The one it happened to was the man.

Bridget asked, ""What happened?""
Mary answered, ""The"
1570,the vom s the vul .,the vul is ed by the vom .,a man killed a manager .,a manager was killed by a man .,The nom ed during nud .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the vom and the vul.
The one who did it was the vom.
The one it happened to was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vom s the vul.""

There was a killing event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the vom and the vul.
The one who did it was the vom.
The one it happened to was the vul.

Bridget asked, ""What happened?""
Mary answered, ""The vul is ed by the vom.""

There was a killing event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The nom ed during nud.""

There was a killing event involving a man and a manager.
The one who did it was a man.
The one it happened to was a manager.

Bridget asked, ""What happened?""
Mary answered, ""The"
1571,the pel ed the pil .,the pil was ed by the pel .,a manager kills a mayor .,a mayor is killed by a manager .,The pav ed across the pel .,involving_event,did_to,mary_answered,agent_first,"There was an event involving the pel and the pil.
The one who did it was the pel.
The one it happened to was the pil.

Bridget asked, ""What happened?""
Mary answered, ""The pel ed the pil.""

There was a killing event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the pel and the pil.
The one who did it was the pel.
The one it happened to was the pil.

Bridget asked, ""What happened?""
Mary answered, ""The pil was ed by the pel.""

There was a killing event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pav ed across the pel.""

There was a killing event involving a manager and a mayor.
The one who did it was a manager.
The one it happened to was a mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"
1572,a tel s a tir .,a tir is ed by a tel .,the mayor killed the minister .,the minister was killed by the mayor .,The pil ed through the por .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a tel and a tir.
The one it happened to was a tir.
The one who did it was a tel.

Bridget asked, ""What happened?""
Mary answered, ""A tel s a tir.""

There was a killing event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a tel and a tir.
The one it happened to was a tir.
The one who did it was a tel.

Bridget asked, ""What happened?""
Mary answered, ""A tir is ed by a tel.""

There was a killing event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The pil ed through the por.""

There was a killing event involving the mayor and the minister.
The one it happened to was the minister.
The one who did it was the mayor.

Bridget asked, ""What happened?""
Mary answered, ""The"
1573,a mul ed a nav .,a nav was ed by a mul .,the minister kills the mother .,the mother is killed by the minister .,The rav ed in the rom .,involving_event,did_to,mary_answered,patient_first,"There was an event involving a mul and a nav.
The one it happened to was a nav.
The one who did it was a mul.

Bridget asked, ""What happened?""
Mary answered, ""A mul ed a nav.""

There was a killing event involving the minister and the mother.
The one it happened to was the mother.
The one who did it was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a mul and a nav.
The one it happened to was a nav.
The one who did it was a mul.

Bridget asked, ""What happened?""
Mary answered, ""A nav was ed by a mul.""

There was a killing event involving the minister and the mother.
The one it happened to was the mother.
The one who did it was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the minister and the mother.
The one it happened to was the mother.
The one who did it was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The rav ed in the rom.""

There was a killing event involving the minister and the mother.
The one it happened to was the mother.
The one who did it was the minister.

Bridget asked, ""What happened?""
Mary answered, ""The"
1574,the dur s the fab .,the fab is ed by the dur .,a mother killed a nurse .,a nurse was killed by a mother .,The sav ed after som .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The dur s the fab.""

There was a killing event involving a mother and a nurse.
The one it happened to was a nurse.
The one who did it was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the dur and the fab.
The one it happened to was the fab.
The one who did it was the dur.

Bridget asked, ""What happened?""
Mary answered, ""The fab is ed by the dur.""

There was a killing event involving a mother and a nurse.
The one it happened to was a nurse.
The one who did it was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a mother and a nurse.
The one it happened to was a nurse.
The one who did it was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sav ed after som.""

There was a killing event involving a mother and a nurse.
The one it happened to was a nurse.
The one who did it was a mother.

Bridget asked, ""What happened?""
Mary answered, ""The"
1575,the sul ed the tel .,the tel was ed by the sul .,a nurse kills a parent .,a parent is killed by a nurse .,The sor ed behind the sul .,involving_event,did_to,mary_answered,patient_first,"There was an event involving the sul and the tel.
The one it happened to was the tel.
The one who did it was the sul.

Bridget asked, ""What happened?""
Mary answered, ""The sul ed the tel.""

There was a killing event involving a nurse and a parent.
The one it happened to was a parent.
The one who did it was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving the sul and the tel.
The one it happened to was the tel.
The one who did it was the sul.

Bridget asked, ""What happened?""
Mary answered, ""The tel was ed by the sul.""

There was a killing event involving a nurse and a parent.
The one it happened to was a parent.
The one who did it was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving a nurse and a parent.
The one it happened to was a parent.
The one who did it was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The sor ed behind the sul.""

There was a killing event involving a nurse and a parent.
The one it happened to was a parent.
The one who did it was a nurse.

Bridget asked, ""What happened?""
Mary answered, ""The"
1576,a ful s a gir .,a gir is ed by a ful .,the parent killed the partner .,the partner was killed by the parent .,The tel ed in the tir .,involving_event,did_to,mary_answered,agent_first,"There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A ful s a gir.""

There was a killing event involving the parent and the partner.
The one who did it was the parent.
The one it happened to was the partner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was an event involving a ful and a gir.
The one who did it was a ful.
The one it happened to was a gir.

Bridget asked, ""What happened?""
Mary answered, ""A gir is ed by a ful.""

There was a killing event involving the parent and the partner.
The one who did it was the parent.
The one it happened to was the partner.

Bridget asked, ""What happened?""
Mary answered, ""The","There was a killing event involving the parent and the partner.
The one who did it was the parent.
The one it happened to was the partner.

Bridget asked, ""What happened?""
Mary answered, ""The","In another scene, something unrelated happened.
Bridget asked, ""What happened?""
Mary answered, ""The tel ed in the tir.""

There was a killing event involving the parent and the partner.
The one who did it was the parent.
The one it happened to was the partner.

Bridget asked, ""What happened?""
Mary answered, ""The"
